course_name,course_code,level,faculty,url,sdg_1,sdg_2,sdg_3,sdg_4,sdg_5,sdg_6,sdg_7,sdg_8,sdg_9,sdg_10,sdg_11,sdg_12,sdg_13,sdg_14,sdg_15,sdg_16,sdg_17
Grand Challenges in AEE,ENVM1900,Master,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/18881,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
Industry Water,ENVM2100,Master,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/18901,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0
Water and Health,ENVM2102,Master,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/18902,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Design Nature Based Solutions in Water Management Using Aquatic Ecology and Morphodynamic Principles,ENVM2104-25,Master,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/18903,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
Water Law and Organisation,ENVM2105,Master,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/18904,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Engineering and Development,ENVM2106,Master,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/18905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Capita Selecta ENVM (4),ENVM2204,Master,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/21702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Capita Selecta ENVM (5),ENVM2205,Master,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/21703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Capita Selecta ENVM (6),ENVM2206,Master,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/21704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Internship Environmental Engineering,ENVM3000,Master,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/18897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Master Thesis Preparation and Portfolio Environmental Engineering,ENVM4000,Master,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/18915,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Master Thesis Environmental Engineering,ENVM4010,Master,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/18916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transport Processes in Environmental Science and Engineering,ENVQ1000A,Master,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/1608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Integrated Water Management,ENVQ1000C,Master,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/1609,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Integrated Project: Leapfrog Environmental Degradation,ENVQ1000C2,Master,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/1610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Materials Separation in Waste Processing,ENVQ1200A,Master,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/1611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hydrological Processes and Measurements,ENVQ1400A,Master,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/1612,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Chemical Conversions in Environmental Engineering,ENVQ1500A1,Master,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/1613,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Environmental Biotechnology en Microbiology,ENVQ1500A2,Master,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/1614,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hydrology of Catchments, Rivers and Landscapes",ENVQ1502A,Master,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/1615,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Hydrological Modelling,ENVQ1502C,Master,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/1616,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Water Treatment,ENVQ1600,Master,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/1617,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Design of Water Treatment Plants,ENVQ1600A1,Master,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/1618,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Water Treatment Research,ENVQ1600A2,Master,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/1619,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Conceptual Process Design,ENVQ1600A3,Master,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/1620,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Urban Water Transport Infrastructure,ENVQ1601,Master,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/1621,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Hydrological and Ecological Fieldwork in River Systems,ENVQ1602C,Master,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/1623,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Water Systems, People and Society",ENVQ1603A,Master,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/1624,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Hydroeconomic Modelling,ENVQ1603B,Master,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/1625,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Operational Water Management,ENVQ1603C,Master,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/1626,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Air Quality,ENVQ1700,Master,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/1627,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Remote Sensing for Environmental Monitoring,ENVQ1800,Master,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/1628,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Urban Climate and Hydrology,ENVQ1900,Master,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/1629,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Policy Analysis for International Challenges,EPA111A,Master,"Technology, Policy and Management",https://studiegids.tudelft.nl/courses/study-guide/educations/20201,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Programming for Data Science,EPA112A,Master,"Technology, Policy and Management",https://studiegids.tudelft.nl/courses/study-guide/educations/20202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Political Decision Making,EPA113A,Master,"Technology, Policy and Management",https://studiegids.tudelft.nl/courses/study-guide/educations/20203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oral Presentation,EPA114A,Master,"Technology, Policy and Management",https://studiegids.tudelft.nl/courses/study-guide/educations/20301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actor and Strategy Models,EPA121A,Master,"Technology, Policy and Management",https://studiegids.tudelft.nl/courses/study-guide/educations/20204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spatial Data Science,EPA122A,Master,"Technology, Policy and Management",https://studiegids.tudelft.nl/courses/study-guide/educations/20373,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
Introduction to TPM Modelling,EPA123A,Master,"Technology, Policy and Management",https://studiegids.tudelft.nl/courses/study-guide/educations/20374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Behaviour in Transitions,EPA131A,Master,"Technology, Policy and Management",https://studiegids.tudelft.nl/courses/study-guide/educations/20206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Advanced System Dynamics,EPA132A,Master,"Technology, Policy and Management",https://studiegids.tudelft.nl/courses/study-guide/educations/20207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Advanced Simulation,EPA133A,Master,"Technology, Policy and Management",https://studiegids.tudelft.nl/courses/study-guide/educations/20208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model-based Decision-Making,EPA141A,Master,"Technology, Policy and Management",https://studiegids.tudelft.nl/courses/study-guide/educations/20209,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
Ethics of Large System Interventions,EPA142A,Master,"Technology, Policy and Management",https://studiegids.tudelft.nl/courses/study-guide/educations/20210,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
Macro-economics for Policy Analysis,EPA143A,Master,"Technology, Policy and Management",https://studiegids.tudelft.nl/courses/study-guide/educations/20211,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Societal Challenge Project,EPA221B,Master,"Technology, Policy and Management",https://studiegids.tudelft.nl/courses/study-guide/educations/21087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Preparation Master Thesis,EPA222A,Master,"Technology, Policy and Management",https://studiegids.tudelft.nl/courses/study-guide/educations/20216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Academic Writing,EPA223A,Master,"Technology, Policy and Management",https://studiegids.tudelft.nl/courses/study-guide/educations/20302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Master Thesis EPA,EPA2942,Master,"Technology, Policy and Management",https://studiegids.tudelft.nl/courses/study-guide/educations/20217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Circuit Analysis,ET3033TU,Bachelor,"Electrical Engineering, Mathematics and Computer Science",https://studiegids.tudelft.nl/courses/study-guide/educations/13764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Solar Energy,ET3034TU,Bachelor,"Electrical Engineering, Mathematics and Computer Science",https://studiegids.tudelft.nl/courses/study-guide/educations/23317,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0
Hardware Implementation Project,ET3056TU,Bachelor,"Electrical Engineering, Mathematics and Computer Science",https://studiegids.tudelft.nl/courses/study-guide/educations/2690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Electronic Circuits,ET3604LR,Bachelor,"Electrical Engineering, Mathematics and Computer Science",https://studiegids.tudelft.nl/courses/study-guide/educations/14356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Electronic Circuits,ET3604LRP,Bachelor,"Electrical Engineering, Mathematics and Computer Science",https://studiegids.tudelft.nl/courses/study-guide/educations/2424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Error Correcting Codes,ET4030,Master,"Electrical Engineering, Mathematics and Computer Science",https://studiegids.tudelft.nl/courses/study-guide/educations/14458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Telecom Business Architectures and Models,ET4034,Master,"Electrical Engineering, Mathematics and Computer Science",https://studiegids.tudelft.nl/courses/study-guide/educations/14977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
High Voltage Technology,ET4103,Master,"Electrical Engineering, Mathematics and Computer Science",https://studiegids.tudelft.nl/courses/study-guide/educations/14837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Power Systems Dynamics,ET4113,Master,"Electrical Engineering, Mathematics and Computer Science",https://studiegids.tudelft.nl/courses/study-guide/educations/14856,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Electrical Machines and Drives,ET4117,Master,"Electrical Engineering, Mathematics and Computer Science",https://studiegids.tudelft.nl/courses/study-guide/educations/14839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Electronic Power Conversion,ET4119,Master,"Electrical Engineering, Mathematics and Computer Science",https://studiegids.tudelft.nl/courses/study-guide/educations/14840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC Machines,ET4121,Master,"Electrical Engineering, Mathematics and Computer Science",https://studiegids.tudelft.nl/courses/study-guide/educations/14858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Themes in Biomedical Electronics,ET4127,Master,"Electrical Engineering, Mathematics and Computer Science",https://studiegids.tudelft.nl/courses/study-guide/educations/14908,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bioelectricity,ET4130,Master,"Electrical Engineering, Mathematics and Computer Science",https://studiegids.tudelft.nl/courses/study-guide/educations/15226,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Radar I: From Basic Principles to Applications,ET4169,Master,"Electrical Engineering, Mathematics and Computer Science",https://studiegids.tudelft.nl/courses/study-guide/educations/15268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Radar II: Theory and System Design,ET4175,Master,"Electrical Engineering, Mathematics and Computer Science",https://studiegids.tudelft.nl/courses/study-guide/educations/14980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Analogue Integrated Circuit Design,ET4252,Master,"Electrical Engineering, Mathematics and Computer Science",https://studiegids.tudelft.nl/courses/study-guide/educations/14910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sensors and Actuators,ET4257,Master,"Electrical Engineering, Mathematics and Computer Science",https://studiegids.tudelft.nl/courses/study-guide/educations/14890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsystems Design and Modelling,ET4260,Master,"Electrical Engineering, Mathematics and Computer Science",https://studiegids.tudelft.nl/courses/study-guide/educations/14911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microelectronics Reliability,ET4277,Master,"Electrical Engineering, Mathematics and Computer Science",https://studiegids.tudelft.nl/courses/study-guide/educations/14868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Over-Sampled Data Converters,ET4278,Master,"Electrical Engineering, Mathematics and Computer Science",https://studiegids.tudelft.nl/courses/study-guide/educations/14913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Integrated Circuits and MEMS Technology,ET4289,Master,"Electrical Engineering, Mathematics and Computer Science",https://studiegids.tudelft.nl/courses/study-guide/educations/14891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Control of Electrical Drives,ET4291,Master,"Electrical Engineering, Mathematics and Computer Science",https://studiegids.tudelft.nl/courses/study-guide/educations/14859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Digital Modelling of Electric Powertrain,ET4291SET,Master,"Electrical Engineering, Mathematics and Computer Science",https://studiegids.tudelft.nl/courses/study-guide/educations/13836,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Master Thesis EE,ET4300,Master,"Electrical Engineering, Mathematics and Computer Science",https://studiegids.tudelft.nl/courses/study-guide/educations/14874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Research Project at Industry,ET4300-I,Master,"Electrical Engineering, Mathematics and Computer Science",https://studiegids.tudelft.nl/courses/study-guide/educations/15037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Digital VLSI Systems on Chip,ET4351,Master,"Electrical Engineering, Mathematics and Computer Science",https://studiegids.tudelft.nl/courses/study-guide/educations/14914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fundamentals of Wireless Communications,ET4358,Master,"Electrical Engineering, Mathematics and Computer Science",https://studiegids.tudelft.nl/courses/study-guide/educations/14947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nyquist-Rate Data Converters,ET4369,Master,"Electrical Engineering, Mathematics and Computer Science",https://studiegids.tudelft.nl/courses/study-guide/educations/14916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mixed-mode Wireless transceivers,ET4371,Master,"Electrical Engineering, Mathematics and Computer Science",https://studiegids.tudelft.nl/courses/study-guide/educations/14917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Photovoltaic Fundamentals,ET4376,Master,"Electrical Engineering, Mathematics and Computer Science",https://studiegids.tudelft.nl/courses/study-guide/educations/14841,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
Photovoltaic Technologies,ET4377,Master,"Electrical Engineering, Mathematics and Computer Science",https://studiegids.tudelft.nl/courses/study-guide/educations/14860,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
Photovoltaic Systems,ET4378,Master,"Electrical Engineering, Mathematics and Computer Science",https://studiegids.tudelft.nl/courses/study-guide/educations/14861,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
Photovoltaic Lab Course,ET4379,Master,"Electrical Engineering, Mathematics and Computer Science",https://studiegids.tudelft.nl/courses/study-guide/educations/14862,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
Power Conversion Techniques in CMOS Technology,ET4382,Master,"Electrical Engineering, Mathematics and Computer Science",https://studiegids.tudelft.nl/courses/study-guide/educations/14922,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Estimation and Detection,ET4386,Master,"Electrical Engineering, Mathematics and Computer Science",https://studiegids.tudelft.nl/courses/study-guide/educations/14948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Advanced Microelectronics Packaging,ET4391,Master,"Electrical Engineering, Mathematics and Computer Science",https://studiegids.tudelft.nl/courses/study-guide/educations/14923,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Research Project at University (max. 15EC),ET4399,Master,"Electrical Engineering, Mathematics and Computer Science",https://studiegids.tudelft.nl/courses/study-guide/educations/15038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IC-Technology Lab,ET4ICP,Master,"Electrical Engineering, Mathematics and Computer Science",https://studiegids.tudelft.nl/courses/study-guide/educations/14924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Structured Electronic Design Laboratory,ET8011MSC,Master,"Electrical Engineering, Mathematics and Computer Science",https://studiegids.tudelft.nl/courses/study-guide/educations/14925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
High Voltage Testing and Diagnostics,ET8020,Master,"Electrical Engineering, Mathematics and Computer Science",https://studiegids.tudelft.nl/courses/study-guide/educations/14863,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Computer Science Project,EWI3615TU,Bachelor,"Electrical Engineering, Mathematics and Computer Science",https://studiegids.tudelft.nl/courses/study-guide/educations/14370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Python Programming for Geomatics,GEO1000,Master,Architecture and the Built Environment,https://studiegids.tudelft.nl/courses/study-guide/educations/10677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sensing Technologies,GEO1001,Master,Architecture and the Built Environment,https://studiegids.tudelft.nl/courses/study-guide/educations/10678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geographical Information Systems (GIS) and Cartography,GEO1002,Master,Architecture and the Built Environment,https://studiegids.tudelft.nl/courses/study-guide/educations/10679,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Positioning and Location Awareness,GEO1003,Master,Architecture and the Built Environment,https://studiegids.tudelft.nl/courses/study-guide/educations/10680,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3D Modelling of the Built Environment,GEO1004,Master,Architecture and the Built Environment,https://studiegids.tudelft.nl/courses/study-guide/educations/10683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geo Database Management Systems,GEO1006,Master,Architecture and the Built Environment,https://studiegids.tudelft.nl/courses/study-guide/educations/10681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geoweb Technology,GEO1007,Master,Architecture and the Built Environment,https://studiegids.tudelft.nl/courses/study-guide/educations/10684,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Geo-information Governance,GEO1009,Master,Architecture and the Built Environment,https://studiegids.tudelft.nl/courses/study-guide/educations/10685,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Digital Terrain Modelling,GEO1015,Master,Architecture and the Built Environment,https://studiegids.tudelft.nl/courses/study-guide/educations/10682,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Photogrammetry and 3D Computer Vision,GEO1016,Master,Architecture and the Built Environment,https://studiegids.tudelft.nl/courses/study-guide/educations/10686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geomatics Graduation Studio,GEO2021,Master,Architecture and the Built Environment,https://studiegids.tudelft.nl/courses/study-guide/educations/12135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Research Assignment,GEO5010,Master,Architecture and the Built Environment,https://studiegids.tudelft.nl/courses/study-guide/educations/11190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geomatics as Support for Energy Applications,GEO5014,Master,Architecture and the Built Environment,https://studiegids.tudelft.nl/courses/study-guide/educations/22240,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0
Geomatics in Practice,GEO5016,Master,Architecture and the Built Environment,https://studiegids.tudelft.nl/courses/study-guide/educations/11194,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Machine Learning for the Built Environment,GEO5017,Master,Architecture and the Built Environment,https://studiegids.tudelft.nl/courses/study-guide/educations/11195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geomatics Studio,GEO5019,Master,Architecture and the Built Environment,https://studiegids.tudelft.nl/courses/study-guide/educations/12114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Synthesis project,GEOIT1501,Master,Architecture and the Built Environment,https://studiegids.tudelft.nl/courses/study-guide/educations/12120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Graduation Project (IPD),ID4190-16,Master,Industrial Design Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/12636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Graduation Project DfI,ID4290-16,Master,Industrial Design Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/12585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Graduation Project (SPD),ID4390-16,Master,Industrial Design Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/12687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Submitting and Presenting a Paper,ID5526,Master,Industrial Design Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/3019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Master Honours Project (MHP),ID6101HPM,Master,Industrial Design Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/12506,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
[start per 2025] Graduation Project DfI,IDEM1000,Master,Industrial Design Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/12586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Advanced Service Thinking and Design Practice,IDEM101,Master,Industrial Design Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/12426,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Build Your Start-up 1: Idea Validation,IDEM102,Master,Industrial Design Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/12427,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Build Your Start-up 2: Prototyping,IDEM103,Master,Industrial Design Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/12428,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Creative Facilitation,IDEM104,Master,Industrial Design Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/12429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Exploring Design Intelligence,IDEM105,Master,Industrial Design Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/12430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dare to Design Studio,IDEM1100,Master,Industrial Design Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/12537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Human-Centered Design and Beyond,IDEM1101,Master,Industrial Design Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/12538,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
Consequences of Design,IDEM1102,Master,Industrial Design Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/12539,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Research to/for/through Design,IDEM1103-25,Master,Industrial Design Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/12540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Multi-Sensory Design Studio,IDEM1210-25,Master,Industrial Design Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/12549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Design for Emotion and Well-being,IDEM1211,Master,Industrial Design Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/12541,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assessment for Impact,IDEM1212-25,Master,Industrial Design Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/12542,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Behavioral Design,IDEM1213-25,Master,Industrial Design Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/12543,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Social Design,IDEM1221,Master,Industrial Design Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/12544,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Designing Transformation,IDEM1222,Master,Industrial Design Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/12545,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Position and Roles of Designers,IDEM1223,Master,Industrial Design Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/12546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Speculative Design Studio,IDEM1230-25,Master,Industrial Design Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/12550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Design Futures,IDEM1231,Master,Industrial Design Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/12776,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
More-than-Human-Design,IDEM1232,Master,Industrial Design Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/12547,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Design Justice and Emerging Technologies,IDEM1233,Master,Industrial Design Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/12548,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
[start per 2025] Graduation Project IPD,IDEM2000,Master,Industrial Design Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/12637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Advanced Visualisation for Communication,IDEM201,Master,Industrial Design Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/12431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Advanced Visualisation for Design,IDEM202,Master,Industrial Design Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/12432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
