course_name,course_code,level,faculty,url,sdg_1,sdg_2,sdg_3,sdg_4,sdg_5,sdg_6,sdg_7,sdg_8,sdg_9,sdg_10,sdg_11,sdg_12,sdg_13,sdg_14,sdg_15,sdg_16,sdg_17
Individual Design Project,CEE5006,Post graduate,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/17812,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Techno-Economic Evaluation for Designers,CEE5007,Post graduate,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/17813,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Research Design,CEE7001,Post graduate,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/21748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Group Design Project,CEE7005,Post graduate,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/21746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Individual Design Project,CEE7006,Post graduate,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/21747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Modelling, Uncertainty and Data for Engineers",CEGM1000-25,Master,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/18729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Suspensions, Sludges and Soils",CEGM2000,Master,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/18765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sustainable Cities,CEGM2001,Master,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/18766,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0
Engineering for Global Development,CEGM2002,Master,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/18767,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1
Data Science and Artificial Intelligence for Engineers,CEGM2003,Master,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/18768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Noise and Vibration: Generation, Propagation and Effect on Humans and Environment",CEGM2004,Master,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/18769,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0
Probabilistic Modelling of real-world phenomena through ObseRvations and Elicitation (MORE),CEGM2005,Master,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/18770,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
"Subsurface Storage for Energy, Water and Climate Applications",CEGM2006,Master,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/18771,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0
Resilient Deltas,CEGM2007,Master,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/18772,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1
Monitoring of Structural Health and Geohazards,CEGM2008,Master,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/18773,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Construction Technology & Management,CEGM2009,Master,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/21193,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1
Multidisciplinary Project (MDP),CEGM3000,Master,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/18763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Software Fundamentals,CESE4000,Master,"Electrical Engineering, Mathematics and Computer Science",https://studiegids.tudelft.nl/courses/study-guide/educations/14397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hardware Fundamentals,CESE4005,Master,"Electrical Engineering, Mathematics and Computer Science",https://studiegids.tudelft.nl/courses/study-guide/educations/14398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Software Systems,CESE4015,Master,"Electrical Engineering, Mathematics and Computer Science",https://studiegids.tudelft.nl/courses/study-guide/educations/14399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Effective and Responsible Engineering,CESE4020,Master,"Electrical Engineering, Mathematics and Computer Science",https://studiegids.tudelft.nl/courses/study-guide/educations/14400,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Real-time Systems,CESE4025,Master,"Electrical Engineering, Mathematics and Computer Science",https://studiegids.tudelft.nl/courses/study-guide/educations/14401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Embedded Systems Laboratory,CESE4030,Master,"Electrical Engineering, Mathematics and Computer Science",https://studiegids.tudelft.nl/courses/study-guide/educations/14402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Computer Arithmetic,CESE4035,Master,"Electrical Engineering, Mathematics and Computer Science",https://studiegids.tudelft.nl/courses/study-guide/educations/14719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Processor Design Project,CESE4040,Master,"Electrical Engineering, Mathematics and Computer Science",https://studiegids.tudelft.nl/courses/study-guide/educations/14403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
High-performance data networking,CESE4045,Master,"Electrical Engineering, Mathematics and Computer Science",https://studiegids.tudelft.nl/courses/study-guide/educations/14731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ad hoc and Sensor Networks,CESE4055,Master,"Electrical Engineering, Mathematics and Computer Science",https://studiegids.tudelft.nl/courses/study-guide/educations/14445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wireless IoT and Local Area Networks,CESE4060,Master,"Electrical Engineering, Mathematics and Computer Science",https://studiegids.tudelft.nl/courses/study-guide/educations/14733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Advanced Practical I.o.T. and Seminar,CESE4065,Master,"Electrical Engineering, Mathematics and Computer Science",https://studiegids.tudelft.nl/courses/study-guide/educations/14734,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Modern Computer Architectures,CESE4085,Master,"Electrical Engineering, Mathematics and Computer Science",https://studiegids.tudelft.nl/courses/study-guide/educations/14404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reconfigurable Computing Design,CESE4090,Master,"Electrical Engineering, Mathematics and Computer Science",https://studiegids.tudelft.nl/courses/study-guide/educations/14721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Embedded Computer Architecture 2,CESE4115,Master,"Electrical Engineering, Mathematics and Computer Science",https://studiegids.tudelft.nl/courses/study-guide/educations/14722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Smart Phone Sensing,CESE4120,Master,"Electrical Engineering, Mathematics and Computer Science",https://studiegids.tudelft.nl/courses/study-guide/educations/14704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Computer Engineering,CESE4130,Master,"Electrical Engineering, Mathematics and Computer Science",https://studiegids.tudelft.nl/courses/study-guide/educations/14405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thesis Project,CESE5000,Master,"Electrical Engineering, Mathematics and Computer Science",https://studiegids.tudelft.nl/courses/study-guide/educations/14411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry Internship,CESE5010,Master,"Electrical Engineering, Mathematics and Computer Science",https://studiegids.tudelft.nl/courses/study-guide/educations/14412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Research Internship (10-15 EC),CESE5020,Master,"Electrical Engineering, Mathematics and Computer Science",https://studiegids.tudelft.nl/courses/study-guide/educations/14413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDA-Based VLSI System and PCB Design,CESE5030,Master,"Electrical Engineering, Mathematics and Computer Science",https://studiegids.tudelft.nl/courses/study-guide/educations/21879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Interfaces and Particles,CH3013,Master,Applied Sciences,https://studiegids.tudelft.nl/courses/study-guide/educations/17245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Process Dynamics and Control,CH3044A,Master,Applied Sciences,https://studiegids.tudelft.nl/courses/study-guide/educations/17242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Applied Transport Phenomena,CH3051,Master,Applied Sciences,https://studiegids.tudelft.nl/courses/study-guide/educations/17420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Multiphase Reactor Engineering,CH3061,Master,Applied Sciences,https://studiegids.tudelft.nl/courses/study-guide/educations/17499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Multiphase Reactor Eng. II - Design Proj,CH3065,Master,Applied Sciences,https://studiegids.tudelft.nl/courses/study-guide/educations/17500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Separation Processes, Design and Operation",CH3073,Master,Applied Sciences,https://studiegids.tudelft.nl/courses/study-guide/educations/17270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chemical Process Technology: Present & Future,CH3085,Master,Applied Sciences,https://studiegids.tudelft.nl/courses/study-guide/educations/17485,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
Catalysis for Energy and Circularity,CH3102,Master,Applied Sciences,https://studiegids.tudelft.nl/courses/study-guide/educations/17486,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0
Artificial Intelligence in (Bio-)Chemical Engineering,CH3112,Master,Applied Sciences,https://studiegids.tudelft.nl/courses/study-guide/educations/17501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Computational Practicum,CH3133,Master,Applied Sciences,https://studiegids.tudelft.nl/courses/study-guide/educations/17243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Advanced Thermodynamics,CH3143,Master,Applied Sciences,https://studiegids.tudelft.nl/courses/study-guide/educations/17247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Molecular Transport Phenomena,CH3153,Master,Applied Sciences,https://studiegids.tudelft.nl/courses/study-guide/educations/17421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Solid State Materials,CH3175,Master,Applied Sciences,https://studiegids.tudelft.nl/courses/study-guide/educations/17248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
International Design Contest,CH3291,Master,Applied Sciences,https://studiegids.tudelft.nl/courses/study-guide/educations/24585,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Foreign Excursion Tour TG,CH3301,Master,Applied Sciences,https://studiegids.tudelft.nl/courses/study-guide/educations/4210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Soft Materials Engineering,CH3373,Master,Applied Sciences,https://studiegids.tudelft.nl/courses/study-guide/educations/17249,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Soft Matter - Analytically Relevant Techniques,CH3375,Master,Applied Sciences,https://studiegids.tudelft.nl/courses/study-guide/educations/17272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Molecular Engineering of Soft Materials in Health Care,CH3382,Master,Applied Sciences,https://studiegids.tudelft.nl/courses/study-guide/educations/17492,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Biological Transport Phenomena,CH3412,Master,Applied Sciences,https://studiegids.tudelft.nl/courses/study-guide/educations/17422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Computational Transport Phenomena,CH3421,Master,Applied Sciences,https://studiegids.tudelft.nl/courses/study-guide/educations/17423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Electrochemistry for Renewable Energy,CH3513,Master,Applied Sciences,https://studiegids.tudelft.nl/courses/study-guide/educations/17490,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0
Functional Ceramics,CH3531,Master,Applied Sciences,https://studiegids.tudelft.nl/courses/study-guide/educations/17273,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Inorganic Materials Chemistry for Energy and Circularity,CH3543,Master,Applied Sciences,https://studiegids.tudelft.nl/courses/study-guide/educations/17487,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0
Particle Technology for Health and Energy,CH3564,Master,Applied Sciences,https://studiegids.tudelft.nl/courses/study-guide/educations/17494,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0
Process Intensification,CH3622,Master,Applied Sciences,https://studiegids.tudelft.nl/courses/study-guide/educations/17491,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0
Computational Approaches for Chemistry and Materials,CH3673,Master,Applied Sciences,https://studiegids.tudelft.nl/courses/study-guide/educations/17503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reactors and Kinetics,CH3682A,Master,Applied Sciences,https://studiegids.tudelft.nl/courses/study-guide/educations/17250,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Industrial Internship,CH3702,Master,Applied Sciences,https://studiegids.tudelft.nl/courses/study-guide/educations/17260,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
External Research Project,CH3715,Master,Applied Sciences,https://studiegids.tudelft.nl/courses/study-guide/educations/17263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
External Research Project,CH3718,Master,Applied Sciences,https://studiegids.tudelft.nl/courses/study-guide/educations/21370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industrial Internship (Extended),CH3724,Master,Applied Sciences,https://studiegids.tudelft.nl/courses/study-guide/educations/17261,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Nuclear Medicine,CH3764,Master,Applied Sciences,https://studiegids.tudelft.nl/courses/study-guide/educations/17434,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Advanced Materials Characterisation,CH3765,Master,Applied Sciences,https://studiegids.tudelft.nl/courses/study-guide/educations/17496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nuclear Chemistry,CH3771,Master,Applied Sciences,https://studiegids.tudelft.nl/courses/study-guide/educations/17435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Materials Chemistry for the Nuclear Fuel Cycle,CH3783,Master,Applied Sciences,https://studiegids.tudelft.nl/courses/study-guide/educations/17414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Product and Process Design,CH3803,Master,Applied Sciences,https://studiegids.tudelft.nl/courses/study-guide/educations/17256,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Design Project,CH3843,Master,Applied Sciences,https://studiegids.tudelft.nl/courses/study-guide/educations/17257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sustainable Polymer Materials,CH3921,Master,Applied Sciences,https://studiegids.tudelft.nl/courses/study-guide/educations/17488,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
External Research Project,CH3924,Master,Applied Sciences,https://studiegids.tudelft.nl/courses/study-guide/educations/21371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSc Thesis Work,CH3930,Master,Applied Sciences,https://studiegids.tudelft.nl/courses/study-guide/educations/17258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSc Thesis Work,CH3942,Master,Applied Sciences,https://studiegids.tudelft.nl/courses/study-guide/educations/17259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Literature Study,CH3982,Master,Applied Sciences,https://studiegids.tudelft.nl/courses/study-guide/educations/17504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Research Project,CH3991,Master,Applied Sciences,https://studiegids.tudelft.nl/courses/study-guide/educations/3916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Interdisciplinary Mechanics and Design for CE,CIEM0000,Master,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/18777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Research Internship,CIEM0120,Master,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/18845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thesis Preparation,CIEM0400,Master,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/18856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Master Thesis,CIEM0500,Master,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/18857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Base: Structural & Materials Enigineering,CIEM1000-25,Master,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/21203,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0
Module A: Modelling and Characterisation,CIEM1110,Bachelor,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/18779,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Module B1: Technology, Durability, and Performance",CIEM1230,Master,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/21205,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"Module B2: Technology, Durability, and Modelling",CIEM1240,Master,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/21206,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Advanced Computation Mechanics,CIEM1301,Master,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/18813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Forensic Construction Materials Engineering,CIEM1302,Master,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/18814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upscaling Techniques in Construction Materials Design and Engineering,CIEM1303,Master,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/18815,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Glass Science and Engineering,CIEM1304,Master,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/18816,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
Base: Geotechnical Engineering,CIEM2000,Master,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/18782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Module A: Geotechnical modelling,CIEM2110,Master,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/18783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Geotechnical Design,CIEM2210,Master,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/21207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Advanced Soil Mechanics,CIEM2220,Master,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/18784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delta Geotechnics,CIEM2230,Master,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/18785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Offshore Geotechnical Engineering,CIEM2301,Master,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/18817,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
Trenchless Technologies,CIEM2302,Master,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/18818,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Rock Mechanics Applications,CIEM2303,Master,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/18819,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Environmental and Energy Geotechnics,CIEM2304,Master,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/18820,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
Base: Hydraulic Engineering Fundamentals and Environments Part I,CIEM3000-25,Master,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/18786,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
Hydraulic Engineering Fundamentals and Environments Part II,CIEM3110,Master,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/18787,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
Coastal Engineering,CIEM3210,Master,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/18788,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
River Engineering,CIEM3220,Master,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/18789,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
Building with Nature,CIEM3301,Master,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/18821,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
Dredging for Sustainable Infrastructure,CIEM3302,Master,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/18822,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0
Advanced Modelling of Turbulent Flows and Transport,CIEM3303,Master,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/18823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Physical Oceanography,CIEM3304,Master,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/18824,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Base: Hydraulic and Offshore Structures,CIEM4000,Master,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/18791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hydraulic Structures,CIEM4110,Master,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/18792,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Offshore Structures,CIEM4120,Master,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/18793,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Marine Renewables,CIEM4210,Master,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/18794,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
"Dams, Dikes and Breakwaters",CIEM4220,Master,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/18795,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0
Floating and Submerged Structures,CIEM4230,Master,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/18796,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
Onshore Hydropower,CIEM4301,Master,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/18825,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
Cold Regions Engineering,CIEM4302,Master,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/18826,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Flood Risk,CIEM4303,Master,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/18827,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
Hydraulics Fieldwork,CIEM4304,Master,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/18828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marine Renewable Technologies,CIEM4305,Master,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/21267,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
Base: Structural Engineering,CIEM5000,Master,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/18797,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Structural Mechanics and Dynamics,CIEM5110,Master,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/18798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Design of Structural Components,CIEM5120,Master,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/18799,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
Design of Civil Structures and Infrastructures,CIEM5130,Master,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/18800,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0
Applied Mechanics of Structures,CIEM5210,Master,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/18801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Applied Dynamics of Structures,CIEM5220,Master,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/18802,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
Concrete Structures,CIEM5230,Master,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/18803,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
Steel and Composite Structures,CIEM5240-24,Master,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/18804,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0
Building Engineering,CIEM5250,Master,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/18805,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0
Transportation Infrastructures,CIEM5260,Master,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/18806,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
Shell Structures,CIEM5301,Master,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/18829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CO2 Neutral Structures,CIEM5304,Master,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/18830,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0
Fire Safety Design,CIEM5305,Master,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/18831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assessment of Existing Concrete Structures,CIEM5306,Master,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/18832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Forensic Structural Engineering,CIEM5307,Master,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/18833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parametric Design and Digital Fabrication,CIEM5308,Master,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/18834,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Advanced Building Physics,CIEM5309,Master,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/18835,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Contact and Interface Mechanics for Engineering Structures,CIEM5310,Master,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/18836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transportation Infrastructures under Extreme Conditions,CIEM5311,Master,Civil Engineering and Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/18837,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
