Field name,Course code///Vakcode,Course name///Vaknaam,Link,Sustainable course?///Duurzaam vak?,Level///Niveau,Faculty///Faculteit,SDGs///SDG's,Comments///Toelichting,Internal comments,
FALSE,MOT2910,MSc Thesis Project,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62546,No,MSc,"Technology, Policy and Management",[],,,
FALSE,MOT9611,Project Entrepreneurship Thesis related,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=61735,No,MSc,"Technology, Policy and Management",[],,,
FALSE,SEN111A,Introduction to Design in Complex Systems,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62468,No,MSc,"Technology, Policy and Management",[],,,
FALSE,SEN1121,Complex Systems Engineering,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=61654,No,MSc,"Technology, Policy and Management",[],,,
TRUE,SEN1131,Institutional Economics for Designing in Socio-technical Systems,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62467,No,MSc,"Technology, Policy and Management","[9, 11]",,,
FALSE,SEN1141,Managing Multi-actor Decision-making,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=61653,No,MSc,"Technology, Policy and Management",[],,,
FALSE,SEN115B,Law and Institutions,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=63060,No,MSc,"Technology, Policy and Management",[],,,
TRUE,SEN1161,Design Project,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62466,Yes,MSc,"Technology, Policy and Management","[7, 9, 11]",,,
TRUE,SEN1211,Agent-based Modelling,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=61886,Yes,MSc,"Technology, Policy and Management","[12, 13, 15]",,,
FALSE,SEN1221,Statistical Analysis of Choice Behaviour,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=60970,No,MSc,"Technology, Policy and Management",[],,,
FALSE,SEN1231,Mixed Research Methods for Multi-actor Systems,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62472,No,MSc,"Technology, Policy and Management",[],,,
FALSE,SEN124A,Design in Networked Systems,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62471,No,MSc,"Technology, Policy and Management",[],,,
FALSE,SEN131B,CoSEM Research Challenges,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62470,No,MSc,"Technology, Policy and Management",[],,,
TRUE,SEN1511,Engineering Optimization and Integrating Renewables in Electricity Markets,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62473,Yes,MSc,"Technology, Policy and Management","[7, 9, 13]",,,
TRUE,SEN1522,Electricity and Gas: Market Design and Policy Issues,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62475,Yes,MSc,"Technology, Policy and Management","[7, 9, 11]",,,
TRUE,SEN1531,Design of Integrated Energy Systems,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=61885,Yes,MSc,"Technology, Policy and Management","[7, 9, 11, 13]",,,
TRUE,SEN1541,Sociotechnology of Future Energy Systems,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62474,Yes,MSc,"Technology, Policy and Management","[7, 9, 11, 13]",,,
FALSE,SEN1611,I&C Architecture Design,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=61652,No,MSc,"Technology, Policy and Management",[],,,
FALSE,SEN1622,I&C Service Design,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=61655,No,MSc,"Technology, Policy and Management",[],,,
FALSE,SEN163B,Responsible Data Analytics,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=63212,No,MSc,"Technology, Policy and Management",[],,,
FALSE,SEN1641,Digital Platform Design,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62476,No,MSc,"Technology, Policy and Management",[],,,
FALSE,SEN171A,Advanced Evaluation Methods for Transport Policy Decision-making,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62477,No,MSc,"Technology, Policy and Management",[],,,
FALSE,SEN1721,Travel Behaviour Research,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62478,No,MSc,"Technology, Policy and Management",[],,,
TRUE,SEN173A,Analysis and Design of Freight and Logistic Systems,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62480,No,MSc,"Technology, Policy and Management","[9, 11]",,,
TRUE,SEN1741,Innovations in Transport and Logistics,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62479,Yes,MSc,"Technology, Policy and Management","[9, 11]",,,
FALSE,SEN2321,Master Thesis Preparation,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62481,No,MSc,"Technology, Policy and Management",[],,,
FALSE,SEN2331,CoSEM Master Thesis,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62482,No,MSc,"Technology, Policy and Management",[],,,
FALSE,SEN9110,Simulation Masterclass,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62459,No,MSc,"Technology, Policy and Management",[],,,
TRUE,SEN9115,Participatory Systems,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=61244,No,MSc,"Technology, Policy and Management",[16],,,
FALSE,SEN9120,Advanced Agent Based Modeling,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62460,No,MSc,"Technology, Policy and Management",[],,,
FALSE,SEN9235,Game Design Project,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=60613,No,MSc,"Technology, Policy and Management",[],,,
TRUE,SEN9720,Logistics and Supply Chain Innovations,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62462,Yes,MSc,"Technology, Policy and Management","[9, 12]",,,
FALSE,SEN9725,Supply Chain Gaming,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62461,No,MSc,"Technology, Policy and Management",[],,,
FALSE,TB111C,Probleemanalyse,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=63066,No,BSc,"Techniek, Bestuur en Management",[],,,
FALSE,TB112C,Systeemmodellering 1: modelleerprincipes,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62399,No,BSc,"Techniek, Bestuur en Management",[],,,
FALSE,TB113B,Systeemmodellering 2: complexe systemen,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62405,No,BSc,"Techniek, Bestuur en Management",[],,,
FALSE,TB121B,Bestuur en recht 1,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62404,No,BSc,"Techniek, Bestuur en Management",[],,,
FALSE,TB122B,Micro- en markteconomie,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62403,No,BSc,"Techniek, Bestuur en Management",[],,,
FALSE,TB131B,Differentiaalvergelijkingen en Lineaire Algebra,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62397,No,BSc,"Techniek, Bestuur en Management",[],,,
FALSE,TB132B,Multivariabele Analyse en Lineaire Algebra,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62398,No,BSc,"Techniek, Bestuur en Management",[],,,
FALSE,TB133D,Introduction to Programming with Python,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62406,No,BSc,"Technology, Policy and Management",[],,,
FALSE,TB134A,Statistiek en data-analyse,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62401,No,BSc,"Techniek, Bestuur en Management",[],,,
FALSE,TB135C,Besliskunde,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62400,No,BSc,"Techniek, Bestuur en Management",[],,,
TRUE,TB141EB,Introductie in energie- en industriesystemen,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62407,No,BSc,"Techniek, Bestuur en Management","[7, 9, 11, 13]",,,
FALSE,TB141IC,ICT System Engineering and Rapid Prototyping,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62409,No,BSc,"Technology, Policy and Management",[],,,
TRUE,TB141TB,Transport System Analysis,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62408,Yes,BSc,"Technology, Policy and Management","[3, 11, 13]",,,
TRUE,TB142EA,Analyse van energiesystemen,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62411,Yes,BSc,"Techniek, Bestuur en Management","[7, 13]",,,
FALSE,TB142IC,Data Science in Technische Bestuurskunde,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62412,No,BSc,"Techniek, Bestuur en Management",[],,,
FALSE,TB142TA,Logistiek 1,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62410,No,BSc,"Techniek, Bestuur en Management",[],,,
FALSE,TB211A,Analyse van multi-actorsystemen,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62415,No,BSc,"Techniek, Bestuur en Management",[],,,
FALSE,TB212B,Ethics and Safety,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=63061,No,BSc,"Technology, Policy and Management",[],,,
FALSE,TB221B,Economie van infrastructuren,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62414,No,BSc,"Techniek, Bestuur en Management",[],,,
FALSE,TB222A,Bestuur en recht 2,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62416,No,BSc,"Techniek, Bestuur en Management",[],,,
FALSE,TB223C,Organisatie en management,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62418,No,BSc,"Techniek, Bestuur en Management",[],,,
FALSE,TB231C,Systeemmodellering 3 - Simulatiemethoden,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62420,No,BSc,"Techniek, Bestuur en Management",[],,,
FALSE,TB232B,Onderzoek en data-analyse,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62419,No,BSc,"Techniek, Bestuur en Management",[],,,
FALSE,TB233B,Systeemmodellering 4  project simulatiemethoden,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62421,No,BSc,"Techniek, Bestuur en Management",[],,,
FALSE,TB234B,Multivariate data-analyse,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62417,No,BSc,"Techniek, Bestuur en Management",[],,,
TRUE,TB241EA,Fysische transportverschijnselen,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62422,Yes,BSc,"Techniek, Bestuur en Management",[],,,
FALSE,TB241IB,Object Oriented Programming,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=63211,No,BSc,"Technology, Policy and Management",[],,,
TRUE,TB241TB,Logistics 2,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62122,Yes,BSc,"Technology, Policy and Management",[],,,
TRUE,TB242EB,Processen in de energiesector,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62424,Yes,BSc,"Techniek, Bestuur en Management","[7, 9, 13]",,,
FALSE,TB242IB,Interconnected Engineering Systems,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=63209,No,BSc,"Technology, Policy and Management",[],,,
TRUE,TB242TB,Verbeteren van het transportsysteem,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62425,Yes,BSc,"Techniek, Bestuur en Management","[9, 11, 13]",,,
FALSE,TB243EA,Analysis of Industrial Systems,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62427,No,BSc,"Technology, Policy and Management",[],,,
FALSE,TB243IB,I&C Systems: Risk & Control,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=63210,No,BSc,"Techniek, Bestuur en Management",[],,,
TRUE,TB321EB,Governance specialisatie (E en I),https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62435,Yes,BSc,"Techniek, Bestuur en Management","[7, 9, 11, 13]",,,
FALSE,TB321IB,Governance specialisation (I en C),https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62434,No,BSc,"Techniek, Bestuur en Management",[],,,
TRUE,TB321TB,Governance specialisation (T en L),https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62436,Yes,BSc,"Techniek, Bestuur en Management",[],,,
FALSE,TB323A,Governance van sociotechnische systemen,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62429,No,BSc,"Techniek, Bestuur en Management",[],,,
TRUE,TB341EC,Prestatieanalyse in Energie en Industrie,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62841,Yes,BSc,"Techniek, Bestuur en Management","[7, 9, 12]",,,
FALSE,TB341TC,Quantitative Models for Transport,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62972,No,BSc,"Technology, Policy and Management",[],,,
FALSE,TB351D,Bachelor eindproject,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62430,No,BSc,"Techniek, Bestuur en Management",[],,,
TRUE,TBM001B,Introduction to Responsible Innovation,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62389,Yes,Minor,"Technology, Policy and Management","[9, 11, 12, 16]",,,
TRUE,TBM002A,Student Project Group 1,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62387,Yes,BSc,"Technology, Policy and Management",[],,,
FALSE,TBM003A,Student Project Group 2,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62388,No,BSc,"Technology, Policy and Management",[],,,
FALSE,TBM004A,Strategic Management Game,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62391,No,Minor,"Technology, Policy and Management",[],,,
FALSE,TBM005B,C&I Integration Course,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62393,No,Minor,"Technology, Policy and Management",[],,,
TRUE,TBM008B,Technology and Frugal Innovation,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62396,Yes,Minor,"Technology, Policy and Management",[3],,,
TRUE,TBM013B,Entrepreneurial Thinking,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62385,Yes,Minor,"Technology, Policy and Management","[8, 9, 11, 12]",,,
FALSE,TBM014C,Preparations for Intercultural Research Project,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=63103,No,Minor,"Technology, Policy and Management",[],,,
FALSE,TBM015A,"Responsible Management of Risk, Safety and Security",https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62386,No,Minor,"Technology, Policy and Management",[],,,
FALSE,TBM016A,Essentials of Technology based Entrepreneurship,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62527,No,Minor,"Technology, Policy and Management",[],,,
FALSE,TBM017A,Case Study in Technopreneurship,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62528,No,Minor,"Technology, Policy and Management",[],,,
FALSE,TBM018A,Marketing for Start-ups,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62536,No,Minor,"Technology, Policy and Management",[],,,
FALSE,TBM020C,"Managing Start-ups: teamwork, leadership and AI",https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62980,No,BSc,"Technology, Policy and Management",[],,,
FALSE,TBM021B,Introduction to MedTech Entrepreneurship,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=63201,No,BSc,"Technology, Policy and Management",[],,,
TRUE,TBM022A,"Technology, Innovation and Ethics for Companies",https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62394,Yes,BSc,"Technology, Policy and Management",[],,,
FALSE,TBM023B,Innovation Management,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62395,No,Minor,"Technology, Policy and Management",[],,,
TRUE,TBM024B,Introduction to Energy Systems,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=63869,Yes,BSc,"Technology, Policy and Management","[7, 9, 11]",,,
FALSE,TBM025A,Security and Technology,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62380,No,BSc,"Technology, Policy and Management",[],,,
FALSE,TBM026A,Introduction to Technology Based Entrepreneurship,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62530,No,Minor,"Technology, Policy and Management",[],,,
FALSE,TBM027A,Security Integration Project,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62378,No,Minor,"Technology, Policy and Management",[],,,
TRUE,TBM029A,"Development, Sustainability and Impact",https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62384,Yes,Minor,"Technology, Policy and Management","[8, 9, 11, 17]",,,
TRUE,TBM030A,Intercultural integration project,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=63106,Yes,Minor,"Technology, Policy and Management","[1, 8, 9, 10, 11, 17]",,,
FALSE,TBM031A,Financing Innovation,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=63107,No,Minor,"Technology, Policy and Management",[],,,
TRUE,TBM032A,Health System Management 1,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=63123,No,Minor,"Technology, Policy and Management",[3],,,
FALSE,TBM033A,Health System Management 2,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=63122,No,Minor,"Technology, Policy and Management",[],,,
FALSE,TBM040A,Product-Service Design & Prototyping,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=63100,No,Minor,"Techniek, Bestuur en Management",[],,,
FALSE,TBM041A,Business Marketing for Engineers,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=63101,No,Minor,"Techniek, Bestuur en Management",[],,,
FALSE,TBM042A,Finance for Entrepreneurs,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=63102,No,Minor,"Technology, Policy and Management",[],,,
FALSE,TBM043A,MedTech Integration project 1,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=63127,No,Minor,"Technology, Policy and Management",[],,,
FALSE,TBM044A,MedTech Integration project 2,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=63125,No,Minor,"Technology, Policy and Management",[],,,
FALSE,TBM0821TU,Beheer van risicos en veiligheid,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=63105,No,Minor,"Technology, Policy and Management",[],,,
FALSE,TBM0822TU,Engineering risk management in organisaties,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=63104,No,Minor,"Technology, Policy and Management",[],,,
FALSE,TBM301A,Writing a Bachelors Thesis in English,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=63012,No,BSc,"Technology, Policy and Management",[],,,
TRUE,TPM001A,Sociotechnology of Future Energy Systems,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=61887,Yes,BSc,"Technology, Policy and Management","[7, 9, 11, 13]",,,
TRUE,TPM002A,Water Ethics,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=60961,Yes,BSc,"Technology, Policy and Management","[6, 10, 16]",,,
TRUE,TPM003A,Water Ethics,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=61917,Yes,BSc,"Technology, Policy and Management","[6, 10, 16]",,,
TRUE,TPM004A,Transport Safety,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62517,No,BSc,"Technology, Policy and Management","[3, 9]",,,
FALSE,TPM005A,Scientific Writing for Applied Mathematics,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=61507,No,BSc,"Technology, Policy and Management",[],,,
FALSE,TPM010A,Cyber Crime Science,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62464,No,BSc,"Technology, Policy and Management",[],,,
TRUE,TPM013A,Environmental Ethics,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=60811,Yes,BSc,"Technology, Policy and Management","[3, 7, 13]",,,
FALSE,TPM014B,Ethics of AI,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62977,No,BSc,"Technology, Policy and Management",[],,,
TRUE,TPM015B,Ethics of AI,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62978,Yes,BSc,"Technology, Policy and Management","[4, 9, 16]",,,
FALSE,TPM018A,English Grammar for the University,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=61630,No,BSc,"Technology, Policy and Management",[],,,
FALSE,TPM020A,Economics of Cybersecurity,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=61657,No,MSc,"Technology, Policy and Management",[],,,
FALSE,TPM021A,Economics and Finance,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62458,No,MSc,"Technology, Policy and Management",[],,,
FALSE,TPM022A,Intermediate Economics,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62457,No,MSc,"Technology, Policy and Management",[],,,
TRUE,TPM023A,Cost-Benefit Analysis: Theory and Application,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=61890,Yes,MSc,"Technology, Policy and Management",[],,,
FALSE,TPM024A,Methods for Risk Analysis and Management,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=60800,No,BSc,"Technology, Policy and Management",[],,,
FALSE,TPM025A,User-Centred Security,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=61661,No,MSc,"Technology, Policy and Management",[],,,
FALSE,TPM026A,System Reliability in Quantitative Risk Assessment,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62484,No,BSc,"Technology, Policy and Management",[],,,
FALSE,TPM027A,Cyber Risk Management,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=61247,No,MSc,"Technology, Policy and Management",[],,,
TRUE,TPM028A,Decision Making in Multimodal Transport Systems,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62463,Yes,MSc,"Technology, Policy and Management","[9, 11]",,,
TRUE,TPM029A,Responsible Innovation,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62454,Yes,MSc,"Technology, Policy and Management","[9, 11, 12, 16]",,,
FALSE,TPM030A,Introduction to Cloud as Infrastructure: The effects of the new business of computing on practice,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=61660,No,MSc,"Technology, Policy and Management",[],,,
FALSE,TPM032A,Multi-criteria Decision Analysis,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62485,No,BSc,"Technology, Policy and Management",[],,,
TRUE,TPM033A,Sustainable Innovation and Transitions,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62835,Yes,MSc,"Technology, Policy and Management","[9, 11, 12, 13, 17]",,,
TRUE,TPM034A,Machine learning for socio-technical systems,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62981,No,BSc,"Technology, Policy and Management","[9, 11]",,,
TRUE,TPM038A,ArtificiaI Intelligence and Cybernetic Justice,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=63064,Yes,BSc,"Technology, Policy and Management",[16],,,
FALSE,TPM301B,Spoken English for Academic Purposes  Intermediate,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=63197,No,BSc,"Technology, Policy and Management",[],,,
FALSE,TPM302B,Spoken English for Academic Purposes  Advanced,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=63198,No,BSc,"Technology, Policy and Management",[],,,
FALSE,TPM303A,Intermediate Writing in English for the University,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=61559,No,BSc,"Technology, Policy and Management",[],,,
FALSE,TPM304A,Advanced Writing in English for the University,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=61554,No,BSc,"Technology, Policy and Management",[],,,
FALSE,TPM305A,Writing a Masters Thesis in English,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=61560,No,BSc,"Technology, Policy and Management",[],,,
FALSE,TPM330A,Engineering Ethics and Risk,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=63630,No,BSc,"Technology, Policy and Management",[],,,
FALSE,TPM401A,Technology Entrepreneurship and Innovation,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=61736,No,BSc,"Technology, Policy and Management",[],,,
TRUE,TPM402A,Technology Entrepreneurship and Health,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62514,No,BSc,"Technology, Policy and Management",[3],,,
TRUE,TPM403SET,Technology Entrepreneurship and Sustainability,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=61879,Yes,BSc,"Technology, Policy and Management","[7, 9, 12]",,,
FALSE,TPM404B,Technology Entrepreneurship and Internationalization,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=63639,No,BSc,"Technology, Policy and Management",[],,,
FALSE,TPM405A,Patent Law and Patent Policy,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62499,No,BSc,"Technology, Policy and Management",[],,,
FALSE,TPM406A,Corporate Entrepreneurship and Start-ups,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=61899,No,BSc,"Technology, Policy and Management",[],,,
FALSE,TPM411A,Idea to Start-up  IT & AI,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=61242,No,BSc,"Technology, Policy and Management",[],,,
FALSE,TPM412A,Idea to Start-up  Health & Life Sciences,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62500,No,BSc,"Technology, Policy and Management",[],,,
TRUE,TPM413A,Idea to Start-up  Energy & Sustainability,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=61889,Yes,BSc,"Technology, Policy and Management","[7, 9, 12]",,,
FALSE,TPM414A,Idea to Start-up  Deep Tech,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=61888,No,BSc,"Technology, Policy and Management",[],,,
FALSE,TPM416A,Turning Technology into Business,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=60803,No,BSc,"Technology, Policy and Management",[],,,
FALSE,TPM420A,Ready to Start-up,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=60801,No,BSc,"Technology, Policy and Management",[],,,
TRUE,TPM424B,The Climate Leadership Journey,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=63194,Yes,BSc,"Technology, Policy and Management","[7, 9, 11, 13, 17]",,,
FALSE,TPM425A,Experience Entrepreneurship,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62501,No,BSc,"Technology, Policy and Management",[],,,
FALSE,TPM593A,Internship TPM,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62452,No,BSc,"Technology, Policy and Management",[],,,
TRUE,TPM801A,Introduction to Water Governance in Deltas,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62973,Yes,BSc,"Technology, Policy and Management","[6, 13, 15]",,,
TRUE,TPM802A,Model-based Water Systems Assessment,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62974,Yes,BSc,"Technology, Policy and Management","[6, 11, 13, 14, 15]",,,
TRUE,TPM803A,Building with Nature and Beyond,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62975,Yes,BSc,"Technology, Policy and Management","[6, 11, 14, 15]",,,
TRUE,TPM804A,Adaptive Planning for Management of Water Systems in Deltas,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62976,Yes,BSc,"Technology, Policy and Management","[6, 11, 13]",,,
FALSE,TPM959A,Technology Battles,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62453,No,MSc,"Technology, Policy and Management",[],,,
FALSE,WM0201SET,Technical Writing,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=61871,No,BSc,"Technology, Policy and Management",[],,,
FALSE,WM0201TU-ENG,Technical Writing,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=61921,No,BSc,"Technology, Policy and Management",[],,,
FALSE,WM0203TU,Mondeling presenteren,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62489,No,BSc,"Techniek, Bestuur en Management",[],,,
FALSE,WM0203TU-Eng,Oral Presentations,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62490,No,BSc,"Technology, Policy and Management",[],,,
FALSE,WM0312CIE,"Philosophy, Technology Assessment and Ethics for CIE",https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=61916,No,BSc,"Technology, Policy and Management",[],,,
FALSE,WM0318TN,Wetenschaps- en argumentatieleer,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=61798,No,BSc,"Techniek, Bestuur en Management",[],,,
FALSE,WM0320TU,Ethics and Engineering,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=60804,No,BSc,"Technology, Policy and Management",[],,,
FALSE,WM0324LR,Ethics and Engineering for Aerospace Engineering,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62295,No,BSc,"Technology, Policy and Management",[],,,
FALSE,WM0329TU,Ethics and Engineering,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=60812,No,BSc,"Technology, Policy and Management",[],,,
