Field name,Course code///Vakcode,Course name///Vaknaam,Link,Sustainable course?///Duurzaam vak?,Level///Niveau,Faculty///Faculteit,SDGs///SDG's
FALSE,CESE4040,Processor Design Project,https://studiegids.tudelft.nl/courses/study-guide/educations/14403,No,MSc,"Electrical Engineering, Mathematics and Computer Science",[]
FALSE,CESE4045,High-performance data networking,https://studiegids.tudelft.nl/courses/study-guide/educations/14731,No,MSc,"Electrical Engineering, Mathematics and Computer Science",[]
FALSE,CESE4055,Ad hoc and Sensor Networks,https://studiegids.tudelft.nl/courses/study-guide/educations/14445,No,MSc,"Electrical Engineering, Mathematics and Computer Science",[]
FALSE,CESE4060,Wireless IoT and Local Area Networks,https://studiegids.tudelft.nl/courses/study-guide/educations/14733,No,MSc,"Electrical Engineering, Mathematics and Computer Science",[]
TRUE,CESE4065,Advanced Practical I.o.T. and Seminar,https://studiegids.tudelft.nl/courses/study-guide/educations/14734,Yes,MSc,"Electrical Engineering, Mathematics and Computer Science",[9]
FALSE,CESE4085,Modern Computer Architectures,https://studiegids.tudelft.nl/courses/study-guide/educations/14404,No,MSc,"Electrical Engineering, Mathematics and Computer Science",[]
FALSE,CESE4090,Reconfigurable Computing Design,https://studiegids.tudelft.nl/courses/study-guide/educations/14721,No,MSc,"Electrical Engineering, Mathematics and Computer Science",[]
FALSE,CESE4115,Embedded Computer Architecture 2,https://studiegids.tudelft.nl/courses/study-guide/educations/14722,No,MSc,"Electrical Engineering, Mathematics and Computer Science",[]
FALSE,CESE4120,Smart Phone Sensing,https://studiegids.tudelft.nl/courses/study-guide/educations/14704,No,MSc,"Electrical Engineering, Mathematics and Computer Science",[]
FALSE,CESE4130,Computer Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/14405,No,MSc,"Electrical Engineering, Mathematics and Computer Science",[]
FALSE,CESE5000,Thesis Project,https://studiegids.tudelft.nl/courses/study-guide/educations/14411,No,MSc,"Electrical Engineering, Mathematics and Computer Science",[]
FALSE,CESE5010,Industry Internship,https://studiegids.tudelft.nl/courses/study-guide/educations/14412,No,MSc,"Electrical Engineering, Mathematics and Computer Science",[]
FALSE,CESE5020,Research Internship (10-15 EC),https://studiegids.tudelft.nl/courses/study-guide/educations/14413,No,MSc,"Electrical Engineering, Mathematics and Computer Science",[]
FALSE,CESE5030,EDA-Based VLSI System and PCB Design,https://studiegids.tudelft.nl/courses/study-guide/educations/21879,No,MSc,"Electrical Engineering, Mathematics and Computer Science",[]
FALSE,CH3013,Interfaces and Particles,https://studiegids.tudelft.nl/courses/study-guide/educations/17245,No,MSc,Applied Sciences,[]
FALSE,CH3044A,Process Dynamics and Control,https://studiegids.tudelft.nl/courses/study-guide/educations/17242,No,MSc,Applied Sciences,[]
FALSE,CH3051,Applied Transport Phenomena,https://studiegids.tudelft.nl/courses/study-guide/educations/17420,No,MSc,Applied Sciences,[]
FALSE,CH3061,Multiphase Reactor Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/17499,No,MSc,Applied Sciences,[]
FALSE,CH3065,Multiphase Reactor Eng. II - Design Proj,https://studiegids.tudelft.nl/courses/study-guide/educations/17500,No,MSc,Applied Sciences,[]
FALSE,CH3073,"Separation Processes, Design and Operation",https://studiegids.tudelft.nl/courses/study-guide/educations/17270,No,MSc,Applied Sciences,[]
TRUE,CH3085,Chemical Process Technology: Present & Future,https://studiegids.tudelft.nl/courses/study-guide/educations/17485,Yes,MSc,Applied Sciences,"[9, 12, 13]"
TRUE,CH3102,Catalysis for Energy and Circularity,https://studiegids.tudelft.nl/courses/study-guide/educations/17486,Yes,MSc,Applied Sciences,"[7, 9, 12, 13]"
FALSE,CH3112,Artificial Intelligence in (Bio-)Chemical Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/17501,No,MSc,Applied Sciences,[]
FALSE,CH3133,Computational Practicum,https://studiegids.tudelft.nl/courses/study-guide/educations/17243,No,MSc,Applied Sciences,[]
FALSE,CH3143,Advanced Thermodynamics,https://studiegids.tudelft.nl/courses/study-guide/educations/17247,No,MSc,Applied Sciences,[]
FALSE,CH3153,Molecular Transport Phenomena,https://studiegids.tudelft.nl/courses/study-guide/educations/17421,No,MSc,Applied Sciences,[]
FALSE,CH3175,Solid State Materials,https://studiegids.tudelft.nl/courses/study-guide/educations/17248,No,MSc,Applied Sciences,[]
TRUE,CH3291,International Design Contest,https://studiegids.tudelft.nl/courses/study-guide/educations/24585,Yes,MSc,Applied Sciences,[9]
FALSE,CH3301,Foreign Excursion Tour TG,https://studiegids.tudelft.nl/courses/study-guide/educations/4210,No,MSc,Applied Sciences,[]
TRUE,CH3373,Soft Materials Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/17249,Yes,MSc,Applied Sciences,"[3, 7, 9]"
FALSE,CH3375,Soft Matter - Analytically Relevant Techniques,https://studiegids.tudelft.nl/courses/study-guide/educations/17272,No,MSc,Applied Sciences,[]
TRUE,CH3382,Molecular Engineering of Soft Materials in Health Care,https://studiegids.tudelft.nl/courses/study-guide/educations/17492,Yes,MSc,Applied Sciences,[3]
FALSE,CH3412,Biological Transport Phenomena,https://studiegids.tudelft.nl/courses/study-guide/educations/17422,No,MSc,Applied Sciences,[]
FALSE,CH3421,Computational Transport Phenomena,https://studiegids.tudelft.nl/courses/study-guide/educations/17423,No,MSc,Applied Sciences,[]
TRUE,CH3513,Electrochemistry for Renewable Energy,https://studiegids.tudelft.nl/courses/study-guide/educations/17490,Yes,MSc,Applied Sciences,"[6, 7, 9, 13]"
TRUE,CH3531,Functional Ceramics,https://studiegids.tudelft.nl/courses/study-guide/educations/17273,Yes,MSc,Applied Sciences,"[7, 9]"
TRUE,CH3543,Inorganic Materials Chemistry for Energy and Circularity,https://studiegids.tudelft.nl/courses/study-guide/educations/17487,Yes,MSc,Applied Sciences,"[7, 9, 12, 13]"
TRUE,CH3564,Particle Technology for Health and Energy,https://studiegids.tudelft.nl/courses/study-guide/educations/17494,Yes,MSc,Applied Sciences,"[3, 7, 9, 12]"
TRUE,CH3622,Process Intensification,https://studiegids.tudelft.nl/courses/study-guide/educations/17491,Yes,MSc,Applied Sciences,"[7, 9, 12, 13]"
FALSE,CH3673,Computational Approaches for Chemistry and Materials,https://studiegids.tudelft.nl/courses/study-guide/educations/17503,No,MSc,Applied Sciences,[]
TRUE,CH3682A,Reactors and Kinetics,https://studiegids.tudelft.nl/courses/study-guide/educations/17250,Yes,MSc,Applied Sciences,[9]
TRUE,CH3702,Industrial Internship,https://studiegids.tudelft.nl/courses/study-guide/educations/17260,Yes,MSc,Applied Sciences,"[8, 9]"
FALSE,CH3715,External Research Project,https://studiegids.tudelft.nl/courses/study-guide/educations/17263,No,MSc,Applied Sciences,[]
FALSE,CH3718,External Research Project,https://studiegids.tudelft.nl/courses/study-guide/educations/21370,No,MSc,Applied Sciences,[]
TRUE,CH3724,Industrial Internship (Extended),https://studiegids.tudelft.nl/courses/study-guide/educations/17261,Yes,MSc,Applied Sciences,"[8, 9]"
TRUE,CH3764,Nuclear Medicine,https://studiegids.tudelft.nl/courses/study-guide/educations/17434,Yes,MSc,Applied Sciences,[3]
FALSE,CH3765,Advanced Materials Characterisation,https://studiegids.tudelft.nl/courses/study-guide/educations/17496,No,MSc,Applied Sciences,[]
FALSE,CH3771,Nuclear Chemistry,https://studiegids.tudelft.nl/courses/study-guide/educations/17435,No,MSc,Applied Sciences,[]
FALSE,CH3783,Materials Chemistry for the Nuclear Fuel Cycle,https://studiegids.tudelft.nl/courses/study-guide/educations/17414,No,MSc,Applied Sciences,[]
TRUE,CH3803,Product and Process Design,https://studiegids.tudelft.nl/courses/study-guide/educations/17256,Yes,MSc,Applied Sciences,[3]
FALSE,CH3843,Design Project,https://studiegids.tudelft.nl/courses/study-guide/educations/17257,No,MSc,Applied Sciences,[]
TRUE,CH3921,Sustainable Polymer Materials,https://studiegids.tudelft.nl/courses/study-guide/educations/17488,Yes,MSc,Applied Sciences,"[9, 12, 13]"
FALSE,CH3924,External Research Project,https://studiegids.tudelft.nl/courses/study-guide/educations/21371,No,MSc,Applied Sciences,[]
FALSE,CH3930,MSc Thesis Work,https://studiegids.tudelft.nl/courses/study-guide/educations/17258,No,MSc,Applied Sciences,[]
FALSE,CH3942,MSc Thesis Work,https://studiegids.tudelft.nl/courses/study-guide/educations/17259,No,MSc,Applied Sciences,[]
FALSE,CH3982,Literature Study,https://studiegids.tudelft.nl/courses/study-guide/educations/17504,No,MSc,Applied Sciences,[]
FALSE,CH3991,Research Project,https://studiegids.tudelft.nl/courses/study-guide/educations/3916,No,MSc,Applied Sciences,[]
FALSE,CIEM0000,Interdisciplinary Mechanics and Design for CE,https://studiegids.tudelft.nl/courses/study-guide/educations/18777,No,MSc,Civil Engineering and Geosciences,[]
FALSE,CIEM0120,Research Internship,https://studiegids.tudelft.nl/courses/study-guide/educations/18845,No,MSc,Civil Engineering and Geosciences,[]
TRUE,CIEM0400,Thesis Preparation,https://studiegids.tudelft.nl/courses/study-guide/educations/18856,Yes,MSc,Civil Engineering and Geosciences,[16]
FALSE,CIEM0500,Master Thesis,https://studiegids.tudelft.nl/courses/study-guide/educations/18857,No,MSc,Civil Engineering and Geosciences,[]
TRUE,CIEM1000-25,Base: Structural & Materials Enigineering,https://studiegids.tudelft.nl/courses/study-guide/educations/21203,Yes,MSc,Civil Engineering and Geosciences,"[9, 11, 12, 13]"
TRUE,CIEM1110,Module A: Modelling and Characterisation,https://studiegids.tudelft.nl/courses/study-guide/educations/18779,Yes,BSc,Civil Engineering and Geosciences,[9]
TRUE,CIEM1230,"Module B1: Technology, Durability, and Performance",https://studiegids.tudelft.nl/courses/study-guide/educations/21205,Yes,MSc,Civil Engineering and Geosciences,"[9, 12]"
TRUE,CIEM1240,"Module B2: Technology, Durability, and Modelling",https://studiegids.tudelft.nl/courses/study-guide/educations/21206,Yes,MSc,Civil Engineering and Geosciences,[9]
FALSE,CIEM1301,Advanced Computation Mechanics,https://studiegids.tudelft.nl/courses/study-guide/educations/18813,No,MSc,Civil Engineering and Geosciences,[]
FALSE,CIEM1302,Forensic Construction Materials Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/18814,No,MSc,Civil Engineering and Geosciences,[]
TRUE,CIEM1303,Upscaling Techniques in Construction Materials Design and Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/18815,Yes,MSc,Civil Engineering and Geosciences,[9]
TRUE,CIEM1304,Glass Science and Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/18816,Yes,MSc,Civil Engineering and Geosciences,"[9, 12, 13]"
TRUE,CIEM2000,Base: Geotechnical Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/18782,Yes,MSc,Civil Engineering and Geosciences,"[16, 17]"
TRUE,CIEM2110,Module A: Geotechnical modelling,https://studiegids.tudelft.nl/courses/study-guide/educations/18783,Yes,MSc,Civil Engineering and Geosciences,[16]
TRUE,CIEM2210,Geotechnical Design,https://studiegids.tudelft.nl/courses/study-guide/educations/21207,Yes,MSc,Civil Engineering and Geosciences,[16]
FALSE,CIEM2220,Advanced Soil Mechanics,https://studiegids.tudelft.nl/courses/study-guide/educations/18784,No,MSc,Civil Engineering and Geosciences,[]
TRUE,CIEM2230,Delta Geotechnics,https://studiegids.tudelft.nl/courses/study-guide/educations/18785,Yes,MSc,Civil Engineering and Geosciences,[16]
TRUE,CIEM2301,Offshore Geotechnical Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/18817,Yes,MSc,Civil Engineering and Geosciences,"[7, 9, 13]"
TRUE,CIEM2302,Trenchless Technologies,https://studiegids.tudelft.nl/courses/study-guide/educations/18818,Yes,MSc,Civil Engineering and Geosciences,[9]
TRUE,CIEM2303,Rock Mechanics Applications,https://studiegids.tudelft.nl/courses/study-guide/educations/18819,Yes,MSc,Civil Engineering and Geosciences,[9]
TRUE,CIEM2304,Environmental and Energy Geotechnics,https://studiegids.tudelft.nl/courses/study-guide/educations/18820,Yes,MSc,Civil Engineering and Geosciences,"[7, 9, 13]"
TRUE,CIEM3000-25,Base: Hydraulic Engineering Fundamentals and Environments Part I,https://studiegids.tudelft.nl/courses/study-guide/educations/18786,Yes,MSc,Civil Engineering and Geosciences,"[6, 13, 15]"
TRUE,CIEM3110,Hydraulic Engineering Fundamentals and Environments Part II,https://studiegids.tudelft.nl/courses/study-guide/educations/18787,Yes,MSc,Civil Engineering and Geosciences,"[6, 9, 13]"
TRUE,CIEM3210,Coastal Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/18788,Yes,MSc,Civil Engineering and Geosciences,"[9, 13]"
TRUE,CIEM3220,River Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/18789,Yes,MSc,Civil Engineering and Geosciences,"[6, 15, 17]"
TRUE,CIEM3301,Building with Nature,https://studiegids.tudelft.nl/courses/study-guide/educations/18821,Yes,MSc,Civil Engineering and Geosciences,"[13, 14, 15]"
TRUE,CIEM3302,Dredging for Sustainable Infrastructure,https://studiegids.tudelft.nl/courses/study-guide/educations/18822,Yes,MSc,Civil Engineering and Geosciences,"[9, 11, 12, 13]"
FALSE,CIEM3303,Advanced Modelling of Turbulent Flows and Transport,https://studiegids.tudelft.nl/courses/study-guide/educations/18823,No,MSc,Civil Engineering and Geosciences,[]
TRUE,CIEM3304,Physical Oceanography,https://studiegids.tudelft.nl/courses/study-guide/educations/18824,Yes,MSc,Civil Engineering and Geosciences,"[13, 14]"
FALSE,CIEM4000,Base: Hydraulic and Offshore Structures,https://studiegids.tudelft.nl/courses/study-guide/educations/18791,No,MSc,Civil Engineering and Geosciences,[]
TRUE,CIEM4110,Hydraulic Structures,https://studiegids.tudelft.nl/courses/study-guide/educations/18792,Yes,MSc,Civil Engineering and Geosciences,[9]
TRUE,CIEM4120,Offshore Structures,https://studiegids.tudelft.nl/courses/study-guide/educations/18793,Yes,MSc,Civil Engineering and Geosciences,[9]
TRUE,CIEM4210,Marine Renewables,https://studiegids.tudelft.nl/courses/study-guide/educations/18794,Yes,MSc,Civil Engineering and Geosciences,"[7, 9, 13, 16]"
TRUE,CIEM4220,"Dams, Dikes and Breakwaters",https://studiegids.tudelft.nl/courses/study-guide/educations/18795,Yes,MSc,Civil Engineering and Geosciences,"[6, 9, 11, 13, 16]"
TRUE,CIEM4230,Floating and Submerged Structures,https://studiegids.tudelft.nl/courses/study-guide/educations/18796,Yes,MSc,Civil Engineering and Geosciences,"[9, 11, 16]"
TRUE,CIEM4301,Onshore Hydropower,https://studiegids.tudelft.nl/courses/study-guide/educations/18825,Yes,MSc,Civil Engineering and Geosciences,"[7, 9, 13]"
TRUE,CIEM4302,Cold Regions Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/18826,Yes,MSc,Civil Engineering and Geosciences,[13]
TRUE,CIEM4303,Flood Risk,https://studiegids.tudelft.nl/courses/study-guide/educations/18827,Yes,MSc,Civil Engineering and Geosciences,"[6, 9, 13]"
FALSE,CIEM4304,Hydraulics Fieldwork,https://studiegids.tudelft.nl/courses/study-guide/educations/18828,No,MSc,Civil Engineering and Geosciences,[]
TRUE,CIEM4305,Marine Renewable Technologies,https://studiegids.tudelft.nl/courses/study-guide/educations/21267,Yes,MSc,Civil Engineering and Geosciences,"[7, 9, 13, 17]"
TRUE,CIEM5000,Base: Structural Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/18797,Yes,MSc,Civil Engineering and Geosciences,"[12, 13]"
FALSE,CIEM5110,Structural Mechanics and Dynamics,https://studiegids.tudelft.nl/courses/study-guide/educations/18798,No,MSc,Civil Engineering and Geosciences,[]
TRUE,CIEM5120,Design of Structural Components,https://studiegids.tudelft.nl/courses/study-guide/educations/18799,Yes,MSc,Civil Engineering and Geosciences,"[9, 12, 13]"
TRUE,CIEM5130,Design of Civil Structures and Infrastructures,https://studiegids.tudelft.nl/courses/study-guide/educations/18800,Yes,MSc,Civil Engineering and Geosciences,"[9, 11, 12, 13, 16]"
FALSE,CIEM5210,Applied Mechanics of Structures,https://studiegids.tudelft.nl/courses/study-guide/educations/18801,No,MSc,Civil Engineering and Geosciences,[]
TRUE,CIEM5220,Applied Dynamics of Structures,https://studiegids.tudelft.nl/courses/study-guide/educations/18802,Yes,MSc,Civil Engineering and Geosciences,"[7, 9, 13]"
TRUE,CIEM5230,Concrete Structures,https://studiegids.tudelft.nl/courses/study-guide/educations/18803,Yes,MSc,Civil Engineering and Geosciences,"[9, 12, 13]"
TRUE,CIEM5240-24,Steel and Composite Structures,https://studiegids.tudelft.nl/courses/study-guide/educations/18804,Yes,MSc,Civil Engineering and Geosciences,"[7, 9, 12, 13, 16]"
TRUE,CIEM5250,Building Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/18805,Yes,MSc,Civil Engineering and Geosciences,"[9, 11, 12, 13]"
TRUE,CIEM5260,Transportation Infrastructures,https://studiegids.tudelft.nl/courses/study-guide/educations/18806,Yes,MSc,Civil Engineering and Geosciences,"[9, 11, 13]"
FALSE,CIEM5301,Shell Structures,https://studiegids.tudelft.nl/courses/study-guide/educations/18829,No,MSc,Civil Engineering and Geosciences,[]
TRUE,CIEM5304,CO2 Neutral Structures,https://studiegids.tudelft.nl/courses/study-guide/educations/18830,Yes,MSc,Civil Engineering and Geosciences,"[9, 11, 12, 13]"
FALSE,CIEM5305,Fire Safety Design,https://studiegids.tudelft.nl/courses/study-guide/educations/18831,No,MSc,Civil Engineering and Geosciences,[]
TRUE,CIEM5306,Assessment of Existing Concrete Structures,https://studiegids.tudelft.nl/courses/study-guide/educations/18832,Yes,MSc,Civil Engineering and Geosciences,[16]
FALSE,CIEM5307,Forensic Structural Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/18833,No,MSc,Civil Engineering and Geosciences,[]
TRUE,CIEM5308,Parametric Design and Digital Fabrication,https://studiegids.tudelft.nl/courses/study-guide/educations/18834,Yes,MSc,Civil Engineering and Geosciences,"[9, 17]"
TRUE,CIEM5309,Advanced Building Physics,https://studiegids.tudelft.nl/courses/study-guide/educations/18835,Yes,MSc,Civil Engineering and Geosciences,"[3, 9, 13]"
FALSE,CIEM5310,Contact and Interface Mechanics for Engineering Structures,https://studiegids.tudelft.nl/courses/study-guide/educations/18836,No,MSc,Civil Engineering and Geosciences,[]
TRUE,CIEM5311,Transportation Infrastructures under Extreme Conditions,https://studiegids.tudelft.nl/courses/study-guide/educations/18837,Yes,MSc,Civil Engineering and Geosciences,"[9, 11, 13]"
TRUE,CIEM5312,Emerging Technologies for Transportation Infrastructure,https://studiegids.tudelft.nl/courses/study-guide/educations/18838,Yes,MSc,Civil Engineering and Geosciences,"[7, 9, 11, 12, 13]"
TRUE,CIEM6000,Base: Traffic and Transport Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/18807,Yes,MSc,Civil Engineering and Geosciences,"[9, 10, 11, 13, 16]"
TRUE,CIEM6110,Methods in Traffic and Transport Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/18808,Yes,MSc,Civil Engineering and Geosciences,"[9, 11]"
TRUE,CIEM6250,Transport Systems Design,https://studiegids.tudelft.nl/courses/study-guide/educations/21208,Yes,MSc,Civil Engineering and Geosciences,"[9, 11, 12, 13]"
TRUE,CIEM6301,Railway Traffic Management,https://studiegids.tudelft.nl/courses/study-guide/educations/18839,Yes,MSc,Civil Engineering and Geosciences,"[7, 9, 12, 13, 16]"
TRUE,CIEM6302,Advanced Data Science for Traffic and Transportation Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/18840,Yes,MSc,Civil Engineering and Geosciences,"[9, 11, 17]"
TRUE,CIEM6303,Innovations and Transitions for Sustainable Transport,https://studiegids.tudelft.nl/courses/study-guide/educations/18841,Yes,MSc,Civil Engineering and Geosciences,"[5, 6, 8, 9, 11, 13, 17]"
TRUE,CIEM6304,eXtended Reality for Civil Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/18842,Yes,MSc,Civil Engineering and Geosciences,[9]
TRUE,CIEM6305,Active Modes: Traffic and Transportation,https://studiegids.tudelft.nl/courses/study-guide/educations/18843,Yes,MSc,Civil Engineering and Geosciences,"[9, 11]"
TRUE,CIEQ1000,Micromechanics and Computational Modelling of Building Materials,https://studiegids.tudelft.nl/courses/study-guide/educations/1280,Yes,MSc,Civil Engineering and Geosciences,[9]
FALSE,CIEQ1004,Concrete - Science and Technology,https://studiegids.tudelft.nl/courses/study-guide/educations/1281,No,MSc,Civil Engineering and Geosciences,[]
FALSE,CIEQ1211,Repair and Maintenance of Construction Materials,https://studiegids.tudelft.nl/courses/study-guide/educations/1282,No,MSc,Civil Engineering and Geosciences,[]
FALSE,CIEQ2001,Consolidation of Soils,https://studiegids.tudelft.nl/courses/study-guide/educations/1283,No,MSc,Civil Engineering and Geosciences,[]
FALSE,CIEQ2003A,Soil-structure Interaction,https://studiegids.tudelft.nl/courses/study-guide/educations/1284,No,MSc,Civil Engineering and Geosciences,[]
FALSE,CIEQ2003B,Deep Excavations,https://studiegids.tudelft.nl/courses/study-guide/educations/1285,No,MSc,Civil Engineering and Geosciences,[]
TRUE,CIEQ2111,Numerical Modelling in Geo-Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/1286,Yes,MSc,Civil Engineering and Geosciences,"[9, 16]"
TRUE,CIEQ2112,Engineering Geology,https://studiegids.tudelft.nl/courses/study-guide/educations/1287,Yes,MSc,Civil Engineering and Geosciences,[16]
FALSE,CIEQ2211,Risk and Variability in Geo-Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/1288,No,MSc,Civil Engineering and Geosciences,[]
FALSE,CIEQ2212A,Design of Embankments,https://studiegids.tudelft.nl/courses/study-guide/educations/1289,No,MSc,Civil Engineering and Geosciences,[]
FALSE,CIEQ2212B,Bored and Immersed Tunneling,https://studiegids.tudelft.nl/courses/study-guide/educations/1290,No,MSc,Civil Engineering and Geosciences,[]
FALSE,CIEQ2222,Experimental Methods in Geotechnical Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/1291,No,MSc,Civil Engineering and Geosciences,[]
FALSE,CIEQ2223,Soil Dynamics,https://studiegids.tudelft.nl/courses/study-guide/educations/1292,No,MSc,Civil Engineering and Geosciences,[]
TRUE,CIEQ3001,Computational Modelling of Flow and Tranport,https://studiegids.tudelft.nl/courses/study-guide/educations/1293,Yes,MSc,Civil Engineering and Geosciences,"[6, 9]"
TRUE,CIEQ3002,Ocean Waves,https://studiegids.tudelft.nl/courses/study-guide/educations/1294,Yes,MSc,Civil Engineering and Geosciences,[14]
TRUE,CIEQ3003,River Dynamics 1,https://studiegids.tudelft.nl/courses/study-guide/educations/1295,Yes,MSc,Civil Engineering and Geosciences,[6]
TRUE,CIEQ3111,Coastal Dynamics 1,https://studiegids.tudelft.nl/courses/study-guide/educations/1296,Yes,MSc,Civil Engineering and Geosciences,[13]
TRUE,CIEQ3112,Ports and Waterways 1,https://studiegids.tudelft.nl/courses/study-guide/educations/18945,Yes,MSc,Civil Engineering and Geosciences,"[6, 9, 11, 12, 13]"
FALSE,CIEQ3211A,Sediment Dynamics,https://studiegids.tudelft.nl/courses/study-guide/educations/1298,No,MSc,Civil Engineering and Geosciences,[]
FALSE,CIEQ3211B,Coastal Dynamics 2,https://studiegids.tudelft.nl/courses/study-guide/educations/1299,No,MSc,Civil Engineering and Geosciences,[]
FALSE,CIEQ3221,River Dynamics 2,https://studiegids.tudelft.nl/courses/study-guide/educations/1300,No,MSc,Civil Engineering and Geosciences,[]
TRUE,CIEQ3231,Ports and Waterways 2,https://studiegids.tudelft.nl/courses/study-guide/educations/1301,Yes,MSc,Civil Engineering and Geosciences,"[9, 11]"
TRUE,CIEQ4112,Hydraulic Structures 2,https://studiegids.tudelft.nl/courses/study-guide/educations/1302,Yes,MSc,Civil Engineering and Geosciences,[9]
FALSE,CIEQ4223,Breakwaters and Closure Dams,https://studiegids.tudelft.nl/courses/study-guide/educations/1303,No,MSc,Civil Engineering and Geosciences,[]
TRUE,CIEQ5001,Prestressed Concrete,https://studiegids.tudelft.nl/courses/study-guide/educations/1304,Yes,MSc,Civil Engineering and Geosciences,"[9, 12]"
TRUE,CIEQ5001A,Timber Structures and Wood Technology,https://studiegids.tudelft.nl/courses/study-guide/educations/1305,Yes,MSc,Civil Engineering and Geosciences,"[9, 12, 13]"
FALSE,CIEQ5002A,Structural Dynamics,https://studiegids.tudelft.nl/courses/study-guide/educations/1306,No,MSc,Civil Engineering and Geosciences,[]
FALSE,CIEQ5002B,Plates and Slabs,https://studiegids.tudelft.nl/courses/study-guide/educations/1307,No,MSc,Civil Engineering and Geosciences,[]
FALSE,CIEQ5002C,Analysis of Slender Structures,https://studiegids.tudelft.nl/courses/study-guide/educations/1308,No,MSc,Civil Engineering and Geosciences,[]
FALSE,CIEQ5112,Introduction to the Finite Element Method,https://studiegids.tudelft.nl/courses/study-guide/educations/1309,No,MSc,Civil Engineering and Geosciences,[]
FALSE,CIEQ5121B,Steel Structures 2,https://studiegids.tudelft.nl/courses/study-guide/educations/1310,No,MSc,Civil Engineering and Geosciences,[]
FALSE,CIEQ5211,Computational Modelling of Structures,https://studiegids.tudelft.nl/courses/study-guide/educations/1311,No,MSc,Civil Engineering and Geosciences,[]
FALSE,CIEQ5213,Plastic Analysis of Structures,https://studiegids.tudelft.nl/courses/study-guide/educations/1312,No,MSc,Civil Engineering and Geosciences,[]
TRUE,CIEQ5221,Structural Response to Earthquakes,https://studiegids.tudelft.nl/courses/study-guide/educations/1313,Yes,MSc,Civil Engineering and Geosciences,[9]
TRUE,CIEQ5222,Random Vibrations,https://studiegids.tudelft.nl/courses/study-guide/educations/1314,Yes,MSc,Civil Engineering and Geosciences,[7]
FALSE,CIEQ5234,Capita Selecta Concrete Structures,https://studiegids.tudelft.nl/courses/study-guide/educations/1315,No,MSc,Civil Engineering and Geosciences,[]
FALSE,CIEQ5235,Concrete Bridges,https://studiegids.tudelft.nl/courses/study-guide/educations/1316,No,MSc,Civil Engineering and Geosciences,[]
TRUE,CIEQ5241A,Steel Structures 3,https://studiegids.tudelft.nl/courses/study-guide/educations/1317,Yes,MSc,Civil Engineering and Geosciences,[9]
FALSE,CIEQ5241B,Fatigue,https://studiegids.tudelft.nl/courses/study-guide/educations/1318,No,MSc,Civil Engineering and Geosciences,[]
TRUE,CIEQ5242,Steel Bridges,https://studiegids.tudelft.nl/courses/study-guide/educations/1319,Yes,MSc,Civil Engineering and Geosciences,"[7, 9, 13]"
FALSE,CIEQ5243A,Capita Selecta Steel and Aluminium Structures,https://studiegids.tudelft.nl/courses/study-guide/educations/1320,No,MSc,Civil Engineering and Geosciences,[]
TRUE,CIEQ5243B,Fibre-Reinforced Polymer (FRP) Structures,https://studiegids.tudelft.nl/courses/study-guide/educations/1321,Yes,MSc,Civil Engineering and Geosciences,[9]
TRUE,CIEQ5251A,Architectural History of Buildings,https://studiegids.tudelft.nl/courses/study-guide/educations/1322,Yes,MSc,Civil Engineering and Geosciences,"[9, 11]"
TRUE,CIEQ5251B,Introduction to Building Physics and Façades,https://studiegids.tudelft.nl/courses/study-guide/educations/1323,Yes,MSc,Civil Engineering and Geosciences,"[7, 9, 12, 13]"
TRUE,CIEQ5252,Building Structures 2,https://studiegids.tudelft.nl/courses/study-guide/educations/1324,Yes,MSc,Civil Engineering and Geosciences,"[9, 11, 12]"
FALSE,CIEQ5253,"Structural Design, Special Structures",https://studiegids.tudelft.nl/courses/study-guide/educations/1325,No,MSc,Civil Engineering and Geosciences,[]
TRUE,CIEQ5261A,Structural Pavement Design,https://studiegids.tudelft.nl/courses/study-guide/educations/1326,Yes,MSc,Civil Engineering and Geosciences,"[9, 16]"
TRUE,CIEQ5261B,Structural Design of Railway Track,https://studiegids.tudelft.nl/courses/study-guide/educations/1327,Yes,MSc,Civil Engineering and Geosciences,[9]
