Field name,Course code///Vakcode,Course name///Vaknaam,Link,Sustainable course?///Duurzaam vak?,Level///Niveau,Faculty///Faculteit,SDGs///SDG's
TRUE,IDEM3210-25,Tech-enabled Innovation Studio,https://studiegids.tudelft.nl/courses/study-guide/educations/12652,Yes,MSc,Industrial Design Engineering,"[3, 7, 9, 13, 16, 17]"
TRUE,IDEM3211,Technology and Strategic Design,https://studiegids.tudelft.nl/courses/study-guide/educations/12646,Yes,MSc,Industrial Design Engineering,"[9, 13, 16]"
TRUE,IDEM3212,Tech-enabled Entrepreneurship,https://studiegids.tudelft.nl/courses/study-guide/educations/12647,Yes,MSc,Industrial Design Engineering,"[8, 9, 12, 13, 17]"
FALSE,IDEM3213,Brand Experience Across Technologies,https://studiegids.tudelft.nl/courses/study-guide/educations/12648,No,MSc,Industrial Design Engineering,[]
TRUE,IDEM3221,Societal Missions: Theory and Practice,https://studiegids.tudelft.nl/courses/study-guide/educations/12649,Yes,MSc,Industrial Design Engineering,"[3, 6, 7, 13, 16, 17]"
TRUE,IDEM3222,Responsible Marketing,https://studiegids.tudelft.nl/courses/study-guide/educations/12650,Yes,MSc,Industrial Design Engineering,"[9, 11, 12, 13, 17]"
TRUE,IDEM3223,Sustainable Consumer Behaviour,https://studiegids.tudelft.nl/courses/study-guide/educations/12651,Yes,MSc,Industrial Design Engineering,"[12, 13]"
FALSE,IDEM400,Internship,https://studiegids.tudelft.nl/courses/study-guide/educations/12780,No,MSc,Industrial Design Engineering,[]
FALSE,IDEM401,BlueDot: Design Contest,https://studiegids.tudelft.nl/courses/study-guide/educations/12455,No,MSc,Industrial Design Engineering,[]
TRUE,IDEM402,BlueDot: Organisation,https://studiegids.tudelft.nl/courses/study-guide/educations/12456,Yes,MSc,Industrial Design Engineering,"[8, 9]"
FALSE,IDEM403,Research (3 ECTS),https://studiegids.tudelft.nl/courses/study-guide/educations/12457,No,MSc,Industrial Design Engineering,[]
FALSE,IDEM404,Research (5 ECTS),https://studiegids.tudelft.nl/courses/study-guide/educations/12458,No,MSc,Industrial Design Engineering,[]
FALSE,IDEM405,Project ExP,https://studiegids.tudelft.nl/courses/study-guide/educations/12781,No,MSc,Industrial Design Engineering,[]
FALSE,IDEM406,Project Organisation: Skills (2 EC),https://studiegids.tudelft.nl/courses/study-guide/educations/12782,No,MSc,Industrial Design Engineering,[]
FALSE,IDEM407,Project Organisation: Skills (3 EC),https://studiegids.tudelft.nl/courses/study-guide/educations/12783,No,MSc,Industrial Design Engineering,[]
FALSE,IDEM408,Project Organisation: Social Strengthening (2 EC),https://studiegids.tudelft.nl/courses/study-guide/educations/12784,No,MSc,Industrial Design Engineering,[]
FALSE,IDEM409,Project Organisation: Social Strengthening (3 EC),https://studiegids.tudelft.nl/courses/study-guide/educations/12785,No,MSc,Industrial Design Engineering,[]
FALSE,IDEM410,Project Organisation: Future Career (2 EC),https://studiegids.tudelft.nl/courses/study-guide/educations/12786,No,MSc,Industrial Design Engineering,[]
FALSE,IDEM4101,Delft Lectures on Design,https://studiegids.tudelft.nl/courses/study-guide/educations/12535,No,MSc,Industrial Design Engineering,[]
TRUE,IDEM411,Project Organisation: Future Career (3 EC),https://studiegids.tudelft.nl/courses/study-guide/educations/12787,Yes,MSc,Industrial Design Engineering,[8]
FALSE,IDEM412,Project Organisation: Education (2 EC),https://studiegids.tudelft.nl/courses/study-guide/educations/12788,No,MSc,Industrial Design Engineering,[]
FALSE,IDEM413,Project Organisation: Education (3 EC),https://studiegids.tudelft.nl/courses/study-guide/educations/12789,No,MSc,Industrial Design Engineering,[]
FALSE,IDEM414,Project Organisation: Education (5 EC),https://studiegids.tudelft.nl/courses/study-guide/educations/12790,No,MSc,Industrial Design Engineering,[]
FALSE,IDEM415,Design Contest (2 EC),https://studiegids.tudelft.nl/courses/study-guide/educations/12791,No,MSc,Industrial Design Engineering,[]
FALSE,IDEM416,Design Contest (3 EC),https://studiegids.tudelft.nl/courses/study-guide/educations/12792,No,MSc,Industrial Design Engineering,[]
FALSE,IDEM417,Workshop (2EC),https://studiegids.tudelft.nl/courses/study-guide/educations/12793,No,MSc,Industrial Design Engineering,[]
FALSE,IDEM418,IDEM418 Workshop (3EC),https://studiegids.tudelft.nl/courses/study-guide/educations/12794,No,MSc,Industrial Design Engineering,[]
FALSE,IDEM4201,Design Processes and Practices,https://studiegids.tudelft.nl/courses/study-guide/educations/12536,No,MSc,Industrial Design Engineering,[]
FALSE,IDEM4220-25,Systemic Design Studio,https://studiegids.tudelft.nl/courses/study-guide/educations/12551,No,MSc,Industrial Design Engineering,[]
FALSE,IFEEMCS010400,Linear Algebra,https://studiegids.tudelft.nl/courses/study-guide/educations/13630,No,BSc,"Electrical Engineering, Mathematics and Computer Science",[]
FALSE,IFEEMCS010500,Probability and Statistics,https://studiegids.tudelft.nl/courses/study-guide/educations/13631,No,BSc,"Electrical Engineering, Mathematics and Computer Science",[]
FALSE,IFEEMCS012100,"Calculus for Engineering, part 1",https://studiegids.tudelft.nl/courses/study-guide/educations/13634,No,BSc,"Electrical Engineering, Mathematics and Computer Science",[]
FALSE,IFEEMCS012200,"Calculus for Engineering, part 2",https://studiegids.tudelft.nl/courses/study-guide/educations/13635,No,BSc,"Electrical Engineering, Mathematics and Computer Science",[]
FALSE,IFEEMCS012300,"Calculus for Engineering, part 3",https://studiegids.tudelft.nl/courses/study-guide/educations/13636,No,BSc,"Electrical Engineering, Mathematics and Computer Science",[]
FALSE,IFEEMCS4070,Multivariate Data Analysis,https://studiegids.tudelft.nl/courses/study-guide/educations/14459,No,MSc,"Electrical Engineering, Mathematics and Computer Science",[]
FALSE,IFEEMCS4250,Statistical Learning for Engineers,https://studiegids.tudelft.nl/courses/study-guide/educations/13637,No,MSc,"Electrical Engineering, Mathematics and Computer Science",[]
FALSE,IFHPB1036,Sketching and Visualization for Conceptualizing Thoughts,https://studiegids.tudelft.nl/courses/study-guide/educations/16327,No,BSc,University Corporate Office,[]
FALSE,IFHPB1077,"Art, Empathy en Ethics",https://studiegids.tudelft.nl/courses/study-guide/educations/16329,No,BSc,University Corporate Office,[]
TRUE,IFHPB1078,Bildung,https://studiegids.tudelft.nl/courses/study-guide/educations/16330,Yes,BSc,University Corporate Office,[4]
FALSE,IFHPB1079,Matter of Art,https://studiegids.tudelft.nl/courses/study-guide/educations/16331,No,BSc,University Corporate Office,[]
TRUE,IFHPB2000,Inclusive Leadership Fundamentals,https://studiegids.tudelft.nl/courses/study-guide/educations/16332,Yes,BSc,University Corporate Office,"[5, 10]"
TRUE,IFHPB2010,‘Where Do you Stand?’ Political Philosophy from a Global Perspective,https://studiegids.tudelft.nl/courses/study-guide/educations/16333,Yes,BSc,University Corporate Office,"[4, 5, 16]"
TRUE,IFHPM0010,Materials in a Sustainable Society,https://studiegids.tudelft.nl/courses/study-guide/educations/16348,Yes,MSc,University Corporate Office,"[9, 12, 13]"
TRUE,IFM4040,Joint Interdisciplinary Project,https://studiegids.tudelft.nl/courses/study-guide/educations/19590,Yes,MSc,Mechanical Engineering,[17]
FALSE,IN4306,Literature Survey,https://studiegids.tudelft.nl/courses/study-guide/educations/14461,No,MSc,"Electrical Engineering, Mathematics and Computer Science",[]
FALSE,IO3610-18,Human Mobility,https://studiegids.tudelft.nl/courses/study-guide/educations/3117,No,BSc,Industrial Design Engineering,[]
FALSE,IO3610-18HPB,H-Module Minor People in Transit,https://studiegids.tudelft.nl/courses/study-guide/educations/3118,No,BSc,Industrial Design Engineering,[]
FALSE,IO3611-18HPB,H-Module Minor People in Transit,https://studiegids.tudelft.nl/courses/study-guide/educations/3119,No,BSc,Industrial Design Engineering,[]
FALSE,IO3620,Automotive Styling,https://studiegids.tudelft.nl/courses/study-guide/educations/3120,No,BSc,Industrial Design Engineering,[]
FALSE,IO3630,Automotive Technology,https://studiegids.tudelft.nl/courses/study-guide/educations/3121,No,BSc,Industrial Design Engineering,[]
FALSE,IO3640-18,Mobility Systems Design,https://studiegids.tudelft.nl/courses/study-guide/educations/3122,No,BSc,Industrial Design Engineering,[]
FALSE,IO3650,Automotive Skills,https://studiegids.tudelft.nl/courses/study-guide/educations/3123,No,BSc,Industrial Design Engineering,[]
FALSE,IO3820-15,Internship,https://studiegids.tudelft.nl/courses/study-guide/educations/12486,No,BSc,Industrial Design Engineering,[]
FALSE,IO3820HPB,H-Module Minor Work Placement,https://studiegids.tudelft.nl/courses/study-guide/educations/3126,No,BSc,Industrial Design Engineering,[]
FALSE,IO3821HPB,H-Module Minor Work Placement,https://studiegids.tudelft.nl/courses/study-guide/educations/3127,No,BSc,Industrial Design Engineering,[]
FALSE,IO3830HPB,H-Module Designing Sustainability Transitions,https://studiegids.tudelft.nl/courses/study-guide/educations/3270,No,BSc,Industrial Design Engineering,[]
FALSE,IO3831HPB,H-Module Designing Sustainability Transitions,https://studiegids.tudelft.nl/courses/study-guide/educations/3271,No,BSc,Industrial Design Engineering,[]
FALSE,IO3850-24,Prototyping with/for Digital Fabrication (PDF),https://studiegids.tudelft.nl/courses/study-guide/educations/3136,No,BSc,Industrial Design Engineering,[]
FALSE,IO3850HPB,H-Module Advanced Prototyping,https://studiegids.tudelft.nl/courses/study-guide/educations/3272,No,BSc,Industrial Design Engineering,[]
FALSE,IO3851-24,Prototyping with/for Extended Reality (PER),https://studiegids.tudelft.nl/courses/study-guide/educations/3138,No,BSc,Industrial Design Engineering,[]
FALSE,IO3851HPB,H-Module Advanced Prototyping,https://studiegids.tudelft.nl/courses/study-guide/educations/3273,No,BSc,Industrial Design Engineering,[]
FALSE,IO3852-19,Advanced Prototyping Project,https://studiegids.tudelft.nl/courses/study-guide/educations/3140,No,BSc,Industrial Design Engineering,[]
FALSE,IO3870,Interaction Studies,https://studiegids.tudelft.nl/courses/study-guide/educations/3141,No,BSc,Industrial Design Engineering,[]
FALSE,IO3870HPB,H-Module Minor Interactive Environments,https://studiegids.tudelft.nl/courses/study-guide/educations/3142,No,BSc,Industrial Design Engineering,[]
FALSE,IO3871HPB,H-Module Minor Interactive Environments,https://studiegids.tudelft.nl/courses/study-guide/educations/3143,No,BSc,Industrial Design Engineering,[]
FALSE,IO3872,Design Strategies,https://studiegids.tudelft.nl/courses/study-guide/educations/3144,No,BSc,Industrial Design Engineering,[]
TRUE,IO3873,Design and Prototyping Studio,https://studiegids.tudelft.nl/courses/study-guide/educations/3145,Yes,BSc,Industrial Design Engineering,"[9, 11, 17]"
FALSE,IO3874-19,Design Skills,https://studiegids.tudelft.nl/courses/study-guide/educations/3146,No,BSc,Industrial Design Engineering,[]
FALSE,IO3875-19,Technology for Designers,https://studiegids.tudelft.nl/courses/study-guide/educations/3147,No,BSc,Industrial Design Engineering,[]
FALSE,IO3881-25,Design in Robotics,https://studiegids.tudelft.nl/courses/study-guide/educations/3150,No,BSc,Industrial Design Engineering,[]
FALSE,IO3885-24,Creative Path,https://studiegids.tudelft.nl/courses/study-guide/educations/3152,No,BSc,Industrial Design Engineering,[]
FALSE,IO3885-HPB1,H-Module Connected Creativity,https://studiegids.tudelft.nl/courses/study-guide/educations/3153,No,BSc,Industrial Design Engineering,[]
FALSE,IO3885-HPB2,H-Module Connected Creativity,https://studiegids.tudelft.nl/courses/study-guide/educations/3154,No,BSc,Industrial Design Engineering,[]
FALSE,IO3886,Deliberate Creativity (DC),https://studiegids.tudelft.nl/courses/study-guide/educations/3155,No,BSc,Industrial Design Engineering,[]
FALSE,IO3887,CreativiTree,https://studiegids.tudelft.nl/courses/study-guide/educations/3156,No,BSc,Industrial Design Engineering,[]
FALSE,IO3888-24,Practice of Creativity,https://studiegids.tudelft.nl/courses/study-guide/educations/3158,No,BSc,Industrial Design Engineering,[]
FALSE,IO3889-23,Recontextualising Creativity,https://studiegids.tudelft.nl/courses/study-guide/educations/3159,No,BSc,Industrial Design Engineering,[]
FALSE,IO3895HPB,H-Module Study Abroad IO,https://studiegids.tudelft.nl/courses/study-guide/educations/3163,No,BSc,Industrial Design Engineering,[]
FALSE,IO3896HPB,H-Module Study Abroad IO,https://studiegids.tudelft.nl/courses/study-guide/educations/3164,No,BSc,Industrial Design Engineering,[]
FALSE,IOB-HPB01,HPB-module (5 EC),https://studiegids.tudelft.nl/courses/study-guide/educations/3165,No,BSc,Industrial Design Engineering,[]
FALSE,IOB-HPB02,HPB-module (2.5 EC),https://studiegids.tudelft.nl/courses/study-guide/educations/3166,No,BSc,Industrial Design Engineering,[]
TRUE,IOB-HPB2,IO HPB project,https://studiegids.tudelft.nl/courses/study-guide/educations/12775,Yes,BSc,Industrial Design Engineering,[4]
TRUE,IOB1-1-22,DP1: Diving into Design,https://studiegids.tudelft.nl/courses/study-guide/educations/12459,Yes,BSc,Industrial Design Engineering,[4]
TRUE,IOB1-2,Understanding Product Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/12460,Yes,BSc,Industrial Design Engineering,"[12, 13]"
TRUE,IOB1-3,Understanding Design,https://studiegids.tudelft.nl/courses/study-guide/educations/12461,Yes,BSc,Industrial Design Engineering,[12]
FALSE,IOB1-4,Understanding Organisations,https://studiegids.tudelft.nl/courses/study-guide/educations/12462,No,BSc,Industrial Design Engineering,[]
FALSE,IOB1-5-24,Understanding Humans,https://studiegids.tudelft.nl/courses/study-guide/educations/12463,No,BSc,Industrial Design Engineering,[]
TRUE,IOB2-1-23,DP2: Designing Product Services,https://studiegids.tudelft.nl/courses/study-guide/educations/12464,Yes,BSc,Industrial Design Engineering,"[4, 9]"
FALSE,IOB2-2-24,Digital Interfaces,https://studiegids.tudelft.nl/courses/study-guide/educations/12723,No,BSc,Industrial Design Engineering,[]
TRUE,IOB2-3,Research for Design,https://studiegids.tudelft.nl/courses/study-guide/educations/12465,Yes,BSc,Industrial Design Engineering,"[4, 16]"
TRUE,IOB2-4,Understanding Values,https://studiegids.tudelft.nl/courses/study-guide/educations/12466,Yes,BSc,Industrial Design Engineering,[16]
TRUE,IOB2-5-24,Intelligent Products,https://studiegids.tudelft.nl/courses/study-guide/educations/12467,Yes,BSc,Industrial Design Engineering,"[3, 9]"
TRUE,IOB3-1-24,DP3: Designing System Interventions,https://studiegids.tudelft.nl/courses/study-guide/educations/12468,Yes,BSc,Industrial Design Engineering,"[12, 13]"
TRUE,IOB3-2-23,Sustainable Impact,https://studiegids.tudelft.nl/courses/study-guide/educations/12469,Yes,BSc,Industrial Design Engineering,"[6, 7, 12, 13, 17]"
FALSE,IOB3-3-22,Data,https://studiegids.tudelft.nl/courses/study-guide/educations/12470,No,BSc,Industrial Design Engineering,[]
TRUE,IOB3-4-25,Envisioning Futures,https://studiegids.tudelft.nl/courses/study-guide/educations/12471,Yes,BSc,Industrial Design Engineering,[4]
TRUE,IOB3-5-23,Product Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/12472,Yes,BSc,Industrial Design Engineering,[9]
TRUE,IOB4-1-24,DP4: Designing for Society,https://studiegids.tudelft.nl/courses/study-guide/educations/12473,Yes,BSc,Industrial Design Engineering,"[2, 3, 12, 15]"
FALSE,IOB4-B1-25,Strategic Brand Management,https://studiegids.tudelft.nl/courses/study-guide/educations/12513,No,BSc,Industrial Design Engineering,[]
FALSE,IOB4-B2-25,Strategic Design for Business and Societal Impact,https://studiegids.tudelft.nl/courses/study-guide/educations/12514,No,BSc,Industrial Design Engineering,[]
TRUE,IOB4-B3-22,Codesign in Services,https://studiegids.tudelft.nl/courses/study-guide/educations/12515,Yes,BSc,Industrial Design Engineering,"[4, 10, 16, 17]"
TRUE,IOB4-P1-25,Human Factors and Ergonomics,https://studiegids.tudelft.nl/courses/study-guide/educations/12522,Yes,BSc,Industrial Design Engineering,[3]
TRUE,IOB4-P2,"Experience, Motivation and Behaviour",https://studiegids.tudelft.nl/courses/study-guide/educations/12523,Yes,BSc,Industrial Design Engineering,"[3, 12, 13]"
TRUE,IOB4-P3-25,Culture and Society,https://studiegids.tudelft.nl/courses/study-guide/educations/12524,Yes,BSc,Industrial Design Engineering,"[5, 10]"
FALSE,IOB4-S1-24,Computer-Aided Design,https://studiegids.tudelft.nl/courses/study-guide/educations/12516,No,BSc,Industrial Design Engineering,[]
TRUE,IOB4-S2-25,Innovation by Design in Organisational Settings,https://studiegids.tudelft.nl/courses/study-guide/educations/12774,Yes,BSc,Industrial Design Engineering,[9]
FALSE,IOB4-S3-25,Mastering Research Methods,https://studiegids.tudelft.nl/courses/study-guide/educations/12518,No,BSc,Industrial Design Engineering,[]
TRUE,IOB4-T1-25,Materials & Manufacturing,https://studiegids.tudelft.nl/courses/study-guide/educations/12519,Yes,BSc,Industrial Design Engineering,"[9, 12, 13, 17]"
TRUE,IOB4-T2,Mechatronics,https://studiegids.tudelft.nl/courses/study-guide/educations/12520,Yes,BSc,Industrial Design Engineering,[9]
FALSE,IOB4-T3,Machine Learning for Design,https://studiegids.tudelft.nl/courses/study-guide/educations/12521,No,BSc,Industrial Design Engineering,[]
TRUE,IOB6-1-22,DP5: Bachelor Final Project,https://studiegids.tudelft.nl/courses/study-guide/educations/12478,Yes,BSc,Industrial Design Engineering,"[4, 12, 13, 15, 17]"
TRUE,IOB6-E1-25,Design for the Circular Economy,https://studiegids.tudelft.nl/courses/study-guide/educations/12525,Yes,BSc,Industrial Design Engineering,"[9, 12, 13]"
TRUE,IOB6-E10-25,Design Didactics,https://studiegids.tudelft.nl/courses/study-guide/educations/12526,Yes,BSc,Industrial Design Engineering,[4]
FALSE,IOB6-E10HPB,H-Module Design Didactics,https://studiegids.tudelft.nl/courses/study-guide/educations/3214,No,BSc,Industrial Design Engineering,[]
FALSE,IOB6-E1HPB,H-Module Design for the Circular Economy,https://studiegids.tudelft.nl/courses/study-guide/educations/3215,No,BSc,Industrial Design Engineering,[]
TRUE,IOB6-E2,Reimagining Mobility,https://studiegids.tudelft.nl/courses/study-guide/educations/12527,Yes,BSc,Industrial Design Engineering,"[9, 11]"
FALSE,IOB6-E2HPB,H-Module Reimagining Mobility,https://studiegids.tudelft.nl/courses/study-guide/educations/3217,No,BSc,Industrial Design Engineering,[]
TRUE,IOB6-E3-25,Health,https://studiegids.tudelft.nl/courses/study-guide/educations/12528,Yes,BSc,Industrial Design Engineering,[3]
FALSE,IOB6-E3HPB,H-Module Health,https://studiegids.tudelft.nl/courses/study-guide/educations/3219,No,BSc,Industrial Design Engineering,[]
FALSE,IOB6-E4-22,Identity and Portfolio,https://studiegids.tudelft.nl/courses/study-guide/educations/12529,No,BSc,Industrial Design Engineering,[]
FALSE,IOB6-E4HPB,H-Module Identity and Portfolio,https://studiegids.tudelft.nl/courses/study-guide/educations/3221,No,BSc,Industrial Design Engineering,[]
TRUE,IOB6-E5-24,Design Communication and Visualisation,https://studiegids.tudelft.nl/courses/study-guide/educations/12530,Yes,BSc,Industrial Design Engineering,[4]
FALSE,IOB6-E5-24HPB,H-Module Design Communication and Visualisation,https://studiegids.tudelft.nl/courses/study-guide/educations/3224,No,BSc,Industrial Design Engineering,[]
FALSE,IOB6-E6-25,Design Engineering Contest,https://studiegids.tudelft.nl/courses/study-guide/educations/12531,No,BSc,Industrial Design Engineering,[]
FALSE,IOB6-E6HPB,H-Module Design Engineering Contest,https://studiegids.tudelft.nl/courses/study-guide/educations/3227,No,BSc,Industrial Design Engineering,[]
FALSE,IOB6-E7,Biomechanics of Product Use,https://studiegids.tudelft.nl/courses/study-guide/educations/12532,No,BSc,Industrial Design Engineering,[]
FALSE,IOB6-E7HPB,H-Module Biomechanics of Product Use,https://studiegids.tudelft.nl/courses/study-guide/educations/3229,No,BSc,Industrial Design Engineering,[]
TRUE,IOB6-E8,Design Analytics,https://studiegids.tudelft.nl/courses/study-guide/educations/12533,Yes,BSc,Industrial Design Engineering,[4]
FALSE,IOB6-E8HPB,H-Module Design Analytics,https://studiegids.tudelft.nl/courses/study-guide/educations/3231,No,BSc,Industrial Design Engineering,[]
FALSE,IOB6-E9-25,Form and Senses,https://studiegids.tudelft.nl/courses/study-guide/educations/12534,No,BSc,Industrial Design Engineering,[]
FALSE,IOB6-E9HPB,H-Module Form and Senses,https://studiegids.tudelft.nl/courses/study-guide/educations/3233,No,BSc,Industrial Design Engineering,[]
FALSE,JMAG100,Electromagnetic Exploration Methods,https://studiegids.tudelft.nl/courses/study-guide/educations/18985,No,MSc,Civil Engineering and Geosciences,[]
FALSE,JMAG110,Field Geophysics and Signal Analysis with exercises,https://studiegids.tudelft.nl/courses/study-guide/educations/18986,No,MSc,Civil Engineering and Geosciences,[]
FALSE,JMAG111,Advanced Reflection Seismology and Seismic Imaging,https://studiegids.tudelft.nl/courses/study-guide/educations/18987,No,MSc,Civil Engineering and Geosciences,[]
FALSE,JMAG120,Seismic Acquisition to Data Information Content,https://studiegids.tudelft.nl/courses/study-guide/educations/18988,No,MSc,Civil Engineering and Geosciences,[]
FALSE,JMAG121,Geophysics Special Subjects,https://studiegids.tudelft.nl/courses/study-guide/educations/18989,No,MSc,Civil Engineering and Geosciences,[]
FALSE,JMAG230,Master Thesis Project,https://studiegids.tudelft.nl/courses/study-guide/educations/18863,No,MSc,Civil Engineering and Geosciences,[]
FALSE,KT1005,"Mathematics 1, 2 and Programming",https://studiegids.tudelft.nl/courses/study-guide/educations/19128,No,BSc,Mechanical Engineering,[]
TRUE,KT1105,System Biology,https://studiegids.tudelft.nl/courses/study-guide/educations/19129,Yes,BSc,Mechanical Engineering,[3]
TRUE,KT1305,Digestive System and Thermodynamics,https://studiegids.tudelft.nl/courses/study-guide/educations/19130,Yes,BSc,Mechanical Engineering,"[2, 3]"
TRUE,KT1405,Skeletal Muscle System and Biomechanics 1,https://studiegids.tudelft.nl/courses/study-guide/educations/19131,Yes,BSc,Mechanical Engineering,[3]
TRUE,KT1505,Nervous System and Signals,https://studiegids.tudelft.nl/courses/study-guide/educations/19132,Yes,BSc,Mechanical Engineering,[3]
TRUE,KT1605,Heart and Lung: the Fundamentals,https://studiegids.tudelft.nl/courses/study-guide/educations/19133,Yes,BSc,Mechanical Engineering,[3]
TRUE,KT1705,Haematopoiesis and Immune System,https://studiegids.tudelft.nl/courses/study-guide/educations/19134,Yes,BSc,Mechanical Engineering,[3]
TRUE,KT1805,Uro-Genital System and Statistics,https://studiegids.tudelft.nl/courses/study-guide/educations/19135,Yes,BSc,Mechanical Engineering,[3]
TRUE,KT1905,Skills and Safety 1,https://studiegids.tudelft.nl/courses/study-guide/educations/19136,Yes,BSc,Mechanical Engineering,[3]
TRUE,KT1955,Academic Skills 1,https://studiegids.tudelft.nl/courses/study-guide/educations/19137,Yes,BSc,Mechanical Engineering,"[3, 4, 16]"
TRUE,KT2205,Mathematics 3 and Waves,https://studiegids.tudelft.nl/courses/study-guide/educations/19138,Yes,BSc,Mechanical Engineering,[3]
TRUE,KT2305,Medical Imaging in Pathologies,https://studiegids.tudelft.nl/courses/study-guide/educations/19139,Yes,BSc,Mechanical Engineering,[3]
TRUE,KT2355,Medical Image Processing,https://studiegids.tudelft.nl/courses/study-guide/educations/19140,Yes,BSc,Mechanical Engineering,[3]
TRUE,KT2405,Skeletal Muscle System and Biomechanics 2,https://studiegids.tudelft.nl/courses/study-guide/educations/19141,Yes,BSc,Mechanical Engineering,[3]
TRUE,KT2505,Senses and Signals,https://studiegids.tudelft.nl/courses/study-guide/educations/19142,Yes,BSc,Mechanical Engineering,[3]
TRUE,KT2555,Bioinformatics,https://studiegids.tudelft.nl/courses/study-guide/educations/19143,Yes,BSc,Mechanical Engineering,[3]
TRUE,KT2605,Cardiovascular and Respiratory System and Biomedical Instrumentation 2,https://studiegids.tudelft.nl/courses/study-guide/educations/19144,Yes,BSc,Mechanical Engineering,[3]
TRUE,KT2655,"Healthcare, information and organisation",https://studiegids.tudelft.nl/courses/study-guide/educations/19145,Yes,BSc,Mechanical Engineering,"[3, 11, 16]"
TRUE,KT2705,Designing Medical Technology,https://studiegids.tudelft.nl/courses/study-guide/educations/19146,Yes,BSc,Mechanical Engineering,[3]
TRUE,KT2755,An Introduction to the Professional Practice,https://studiegids.tudelft.nl/courses/study-guide/educations/19147,Yes,BSc,Mechanical Engineering,[3]
TRUE,KT2905,Skills and Safety 2,https://studiegids.tudelft.nl/courses/study-guide/educations/19148,Yes,BSc,Mechanical Engineering,[3]
TRUE,KT2955,Academic Skills 2,https://studiegids.tudelft.nl/courses/study-guide/educations/19149,Yes,BSc,Mechanical Engineering,"[3, 4, 16]"
TRUE,KT3405,Intensive Care and Computer Simulation,https://studiegids.tudelft.nl/courses/study-guide/educations/19330,Yes,BSc,Mechanical Engineering,[3]
TRUE,KT3505,Complex Diagnostics-Therapy-Combinations,https://studiegids.tudelft.nl/courses/study-guide/educations/19331,Yes,BSc,Mechanical Engineering,[3]
TRUE,KT3806,Clinical Technological Final Project,https://studiegids.tudelft.nl/courses/study-guide/educations/19332,Yes,BSc,Mechanical Engineering,[3]
TRUE,KT3905,Skills and Safety 3,https://studiegids.tudelft.nl/courses/study-guide/educations/19333,Yes,BSc,Mechanical Engineering,"[3, 16]"
FALSE,LB1211,Statistics,https://studiegids.tudelft.nl/courses/study-guide/educations/16922,No,BSc,Applied Sciences,[]
FALSE,LB1270,LST and Society,https://studiegids.tudelft.nl/courses/study-guide/educations/16915,No,BSc,Applied Sciences,[]
FALSE,LB1280,"Biotechnology, Practical Basics",https://studiegids.tudelft.nl/courses/study-guide/educations/16916,No,BSc,Applied Sciences,[]
TRUE,LB1512TU,"Biotechnology, Theory",https://studiegids.tudelft.nl/courses/study-guide/educations/16920,Yes,BSc,Applied Sciences,"[6, 9]"
FALSE,LB1600,Molecular Cell Biology,https://studiegids.tudelft.nl/courses/study-guide/educations/21070,No,BSc,Applied Sciences,[]
FALSE,LB1610,Biochemistry,https://studiegids.tudelft.nl/courses/study-guide/educations/21068,No,BSc,Applied Sciences,[]
TRUE,LB1620,Life Sciences,https://studiegids.tudelft.nl/courses/study-guide/educations/21071,Yes,BSc,Applied Sciences,[4]
FALSE,LB1630,Thermodynamics of Bio Processes,https://studiegids.tudelft.nl/courses/study-guide/educations/21072,No,BSc,Applied Sciences,[]
FALSE,LB1640,Calculus 1,https://studiegids.tudelft.nl/courses/study-guide/educations/21066,No,BSc,Applied Sciences,[]
TRUE,LB1650,Immunology and Health 1,https://studiegids.tudelft.nl/courses/study-guide/educations/21076,Yes,BSc,Applied Sciences,[3]
FALSE,LB1660,'Molecular and Cellular Biophysics,https://studiegids.tudelft.nl/courses/study-guide/educations/21073,No,BSc,Applied Sciences,[]
FALSE,LB1670,Bio-organic chemistry,https://studiegids.tudelft.nl/courses/study-guide/educations/21074,No,BSc,Applied Sciences,[]
FALSE,LB1680,Programming and modeling,https://studiegids.tudelft.nl/courses/study-guide/educations/21075,No,BSc,Applied Sciences,[]
TRUE,LB2031,Molecular Cell Biology and Immunology,https://studiegids.tudelft.nl/courses/study-guide/educations/16923,Yes,BSc,Applied Sciences,[3]
FALSE,LB2041,Molecular Genetics and Gene Technology,https://studiegids.tudelft.nl/courses/study-guide/educations/16924,No,BSc,Applied Sciences,[]
FALSE,LB2055,Molecular Physics,https://studiegids.tudelft.nl/courses/study-guide/educations/16925,No,BSc,Applied Sciences,[]
FALSE,LB2261,Statistical Thermodynamics,https://studiegids.tudelft.nl/courses/study-guide/educations/16926,No,BSc,Applied Sciences,[]
TRUE,LB2292,"Bioinformatics, Data Analysis",https://studiegids.tudelft.nl/courses/study-guide/educations/16934,Yes,BSc,Applied Sciences,[3]
FALSE,LB2293,"Bioinformatics, Structure Analysis",https://studiegids.tudelft.nl/courses/study-guide/educations/16935,No,BSc,Applied Sciences,[]
FALSE,LB2301,Organic Chemistry 2,https://studiegids.tudelft.nl/courses/study-guide/educations/16927,No,BSc,Applied Sciences,[]
TRUE,LB2311,Chemical Biology,https://studiegids.tudelft.nl/courses/study-guide/educations/16928,Yes,BSc,Applied Sciences,[3]
